technology,region,energy_system_scenario,freight_demand_scenario,year,number_of_locomotives,number_of_powertrains,number_of_tender_cars,number_of_freight_cars,cost_per_locomotive ($),cost_per_powertrain ($),cost_per_tender_car ($),cost_per_freight_car ($),train_O&M_cost ($/year)
battery,north_west,50%_reduction_2050,decrease_agricultual_production,2025,2680,2680,8040,194116,3500000,4000000,190000,125000,8600000000
battery,south_west,50%_reduction_2050,decrease_agricultual_production,2025,2773,2773,8319,198850,3500000,4000000,190000,125000,8600000000
battery,california,50%_reduction_2050,decrease_agricultual_production,2025,2282,2282,6846,222659,3500000,4000000,190000,125000,8600000000
battery,north_east,50%_reduction_2050,population_shift,2025,2347,2347,7041,207641,3500000,4000000,190000,125000,8600000000
battery,middle_atlantic,50%_reduction_2050,population_shift,2025,2720,2720,8160,162742,3500000,4000000,190000,125000,8600000000
battery,south_east,50%_reduction_2050,population_shift,2025,3151,3151,9453,187492,3500000,4000000,190000,125000,8600000000
battery,north_central,50%_reduction_2050,population_shift,2025,2618,2618,7854,152692,3500000,4000000,190000,125000,8600000000
battery,central,50%_reduction_2050,population_shift,2025,2275,2275,6825,159440,3500000,4000000,190000,125000,8600000000
battery,texas,50%_reduction_2050,population_shift,2025,2568,2568,7704,172296,3500000,4000000,190000,125000,8600000000
battery,north_west,50%_reduction_2050,population_shift,2025,2773,2773,8319,213125,3500000,4000000,190000,125000,8600000000
battery,south_west,50%_reduction_2050,population_shift,2025,2625,2625,7875,149292,3500000,4000000,190000,125000,8600000000
battery,california,50%_reduction_2050,population_shift,2025,2744,2744,8232,173472,3500000,4000000,190000,125000,8600000000
battery,north_east,50%_reduction_2050,increase_maritime,2025,2338,2338,7014,220113,3500000,4000000,190000,125000,8600000000
battery,middle_atlantic,50%_reduction_2050,increase_maritime,2025,3118,3118,9354,186850,3500000,4000000,190000,125000,8600000000
battery,south_east,50%_reduction_2050,increase_maritime,2025,2854,2854,8562,169879,3500000,4000000,190000,125000,8600000000
battery,north_central,50%_reduction_2050,increase_maritime,2025,2579,2579,7737,164559,3500000,4000000,190000,125000,8600000000
battery,central,50%_reduction_2050,increase_maritime,2025,3215,3215,9645,205780,3500000,4000000,190000,125000,8600000000
battery,texas,50%_reduction_2050,increase_maritime,2025,3145,3145,9435,179949,3500000,4000000,190000,125000,8600000000
battery,north_west,50%_reduction_2050,increase_maritime,2025,2415,2415,7245,195284,3500000,4000000,190000,125000,8600000000
battery,south_west,50%_reduction_2050,increase_maritime,2025,2630,2630,7890,218353,3500000,4000000,190000,125000,8600000000
battery,california,50%_reduction_2050,increase_maritime,2025,2627,2627,7881,209447,3500000,4000000,190000,125000,8600000000
battery,north_east,net_zero_2050,business_as_usual,2025,2190,2190,6570,163585,3500000,4000000,190000,125000,8600000000
battery,middle_atlantic,net_zero_2050,business_as_usual,2025,3251,3251,9753,222298,3500000,4000000,190000,125000,8600000000
battery,south_east,net_zero_2050,business_as_usual,2025,2614,2614,7842,149252,3500000,4000000,190000,125000,8600000000
battery,north_central,net_zero_2050,business_as_usual,2025,2793,2793,8379,213819,3500000,4000000,190000,125000,8600000000
battery,central,net_zero_2050,business_as_usual,2025,2417,2417,7251,158538,3500000,4000000,190000,125000,8600000000
battery,texas,net_zero_2050,business_as_usual,2025,2426,2426,7278,160024,3500000,4000000,190000,125000,8600000000
battery,north_west,net_zero_2050,business_as_usual,2025,2831,2831,8493,184698,3500000,4000000,190000,125000,8600000000
battery,south_west,net_zero_2050,business_as_usual,2025,3032,3032,9096,198154,3500000,4000000,190000,125000,8600000000
battery,california,net_zero_2050,business_as_usual,2025,2778,2778,8334,160290,3500000,4000000,190000,125000,8600000000
battery,north_east,net_zero_2050,agricultual_production_shift,2025,2417,2417,7251,161485,3500000,4000000,190000,125000,8600000000
battery,middle_atlantic,net_zero_2050,agricultual_production_shift,2025,2628,2628,7884,152924,3500000,4000000,190000,125000,8600000000
battery,south_east,net_zero_2050,agricultual_production_shift,2025,2394,2394,7182,175443,3500000,4000000,190000,125000,8600000000
battery,north_central,net_zero_2050,agricultual_production_shift,2025,2779,2779,8337,180024,3500000,4000000,190000,125000,8600000000
battery,central,net_zero_2050,agricultual_production_shift,2025,2726,2726,8178,177086,3500000,4000000,190000,125000,8600000000
battery,texas,net_zero_2050,agricultual_production_shift,2025,2386,2386,7158,221615,3500000,4000000,190000,125000,8600000000
battery,north_west,net_zero_2050,agricultual_production_shift,2025,2958,2958,8874,213726,3500000,4000000,190000,125000,8600000000
battery,south_west,net_zero_2050,agricultual_production_shift,2025,2926,2926,8778,159732,3500000,4000000,190000,125000,8600000000
battery,california,net_zero_2050,agricultual_production_shift,2025,2630,2630,7890,166284,3500000,4000000,190000,125000,8600000000
battery,north_east,net_zero_2050,decrease_agricultual_production,2025,2466,2466,7398,190497,3500000,4000000,190000,125000,8600000000
battery,middle_atlantic,net_zero_2050,decrease_agricultual_production,2025,2985,2985,8955,176168,3500000,4000000,190000,125000,8600000000
battery,south_east,net_zero_2050,decrease_agricultual_production,2025,2873,2873,8619,150694,3500000,4000000,190000,125000,8600000000
battery,north_central,net_zero_2050,decrease_agricultual_production,2025,2317,2317,6951,160884,3500000,4000000,190000,125000,8600000000
battery,central,net_zero_2050,decrease_agricultual_production,2025,3201,3201,9603,214891,3500000,4000000,190000,125000,8600000000
battery,texas,net_zero_2050,decrease_agricultual_production,2025,2916,2916,8748,212814,3500000,4000000,190000,125000,8600000000
battery,north_west,net_zero_2050,decrease_agricultual_production,2025,2625,2625,7875,167054,3500000,4000000,190000,125000,8600000000
battery,south_west,net_zero_2050,decrease_agricultual_production,2025,3115,3115,9345,201572,3500000,4000000,190000,125000,8600000000
battery,california,net_zero_2050,decrease_agricultual_production,2025,2580,2580,7740,158630,3500000,4000000,190000,125000,8600000000
battery,north_east,net_zero_2050,population_shift,2025,2502,2502,7506,218247,3500000,4000000,190000,125000,8600000000
battery,middle_atlantic,net_zero_2050,population_shift,2025,3239,3239,9717,207946,3500000,4000000,190000,125000,8600000000
battery,south_east,net_zero_2050,population_shift,2025,2319,2319,6957,174424,3500000,4000000,190000,125000,8600000000
battery,north_central,net_zero_2050,population_shift,2025,2712,2712,8136,181857,3500000,4000000,190000,125000,8600000000
battery,central,net_zero_2050,population_shift,2025,3262,3262,9786,186211,3500000,4000000,190000,125000,8600000000
battery,texas,net_zero_2050,population_shift,2025,2227,2227,6681,206037,3500000,4000000,190000,125000,8600000000
battery,north_west,net_zero_2050,population_shift,2025,2984,2984,8952,210884,3500000,4000000,190000,125000,8600000000
battery,south_west,net_zero_2050,population_shift,2025,2998,2998,8994,219913,3500000,4000000,190000,125000,8600000000
battery,california,net_zero_2050,population_shift,2025,3180,3180,9540,178886,3500000,4000000,190000,125000,8600000000
battery,north_east,net_zero_2050,increase_maritime,2025,2541,2541,7623,216968,3500000,4000000,190000,125000,8600000000
battery,middle_atlantic,net_zero_2050,increase_maritime,2025,3018,3018,9054,181195,3500000,4000000,190000,125000,8600000000
battery,south_east,net_zero_2050,increase_maritime,2025,2262,2262,6786,196593,3500000,4000000,190000,125000,8600000000
battery,north_central,net_zero_2050,increase_maritime,2025,2767,2767,8301,194536,3500000,4000000,190000,125000,8600000000
battery,central,net_zero_2050,increase_maritime,2025,2294,2294,6882,152502,3500000,4000000,190000,125000,8600000000
battery,texas,net_zero_2050,increase_maritime,2025,2628,2628,7884,165471,3500000,4000000,190000,125000,8600000000
battery,north_west,net_zero_2050,increase_maritime,2025,2969,2969,8907,215107,3500000,4000000,190000,125000,8600000000
battery,south_west,net_zero_2050,increase_maritime,2025,2228,2228,6684,179451,3500000,4000000,190000,125000,8600000000
battery,california,net_zero_2050,increase_maritime,2025,2438,2438,7314,174757,3500000,4000000,190000,125000,8600000000
catenary,north_east,business_as_usual,business_as_usual,2025,2689,0,0,194676,0,0,0,125000,10500000000
catenary,middle_atlantic,business_as_usual,business_as_usual,2025,2702,0,0,181360,0,0,0,125000,10500000000
catenary,south_east,business_as_usual,business_as_usual,2025,3240,0,0,152204,0,0,0,125000,10500000000
catenary,north_central,business_as_usual,business_as_usual,2025,2511,0,0,205297,0,0,0,125000,10500000000
catenary,central,business_as_usual,business_as_usual,2025,2694,0,0,210821,0,0,0,125000,10500000000
catenary,texas,business_as_usual,business_as_usual,2025,2823,0,0,188952,0,0,0,125000,10500000000
catenary,north_west,business_as_usual,business_as_usual,2025,2503,0,0,193846,0,0,0,125000,10500000000
catenary,south_west,business_as_usual,business_as_usual,2025,2494,0,0,168794,0,0,0,125000,10500000000
catenary,california,business_as_usual,business_as_usual,2025,2232,0,0,172995,0,0,0,125000,10500000000
catenary,north_east,business_as_usual,agricultual_production_shift,2025,3248,0,0,179207,0,0,0,125000,10500000000
catenary,middle_atlantic,business_as_usual,agricultual_production_shift,2025,2647,0,0,165574,0,0,0,125000,10500000000
catenary,south_east,business_as_usual,agricultual_production_shift,2025,3090,0,0,151306,0,0,0,125000,10500000000
catenary,north_central,business_as_usual,agricultual_production_shift,2025,2976,0,0,219358,0,0,0,125000,10500000000
catenary,central,business_as_usual,agricultual_production_shift,2025,2793,0,0,152436,0,0,0,125000,10500000000
catenary,texas,business_as_usual,agricultual_production_shift,2025,2759,0,0,151020,0,0,0,125000,10500000000
catenary,north_west,business_as_usual,agricultual_production_shift,2025,2725,0,0,163338,0,0,0,125000,10500000000
catenary,south_west,business_as_usual,agricultual_production_shift,2025,2258,0,0,221635,0,0,0,125000,10500000000
catenary,california,business_as_usual,agricultual_production_shift,2025,3173,0,0,160942,0,0,0,125000,10500000000
catenary,north_east,business_as_usual,decrease_agricultual_production,2025,3277,0,0,200381,0,0,0,125000,10500000000
catenary,middle_atlantic,business_as_usual,decrease_agricultual_production,2025,2227,0,0,183131,0,0,0,125000,10500000000
catenary,south_east,business_as_usual,decrease_agricultual_production,2025,3039,0,0,196293,0,0,0,125000,10500000000
catenary,north_central,business_as_usual,decrease_agricultual_production,2025,3039,0,0,184138,0,0,0,125000,10500000000
catenary,central,business_as_usual,decrease_agricultual_production,2025,2213,0,0,152506,0,0,0,125000,10500000000
catenary,texas,business_as_usual,decrease_agricultual_production,2025,2222,0,0,175491,0,0,0,125000,10500000000
catenary,north_west,business_as_usual,decrease_agricultual_production,2025,2999,0,0,166421,0,0,0,125000,10500000000
catenary,south_west,business_as_usual,decrease_agricultual_production,2025,2869,0,0,196010,0,0,0,125000,10500000000
catenary,california,business_as_usual,decrease_agricultual_production,2025,3208,0,0,202963,0,0,0,125000,10500000000
catenary,north_east,business_as_usual,population_shift,2025,2460,0,0,221668,0,0,0,125000,10500000000
catenary,middle_atlantic,business_as_usual,population_shift,2025,2748,0,0,161321,0,0,0,125000,10500000000
catenary,south_east,business_as_usual,population_shift,2025,2322,0,0,213402,0,0,0,125000,10500000000
catenary,north_central,business_as_usual,population_shift,2025,3050,0,0,163495,0,0,0,125000,10500000000
catenary,central,business_as_usual,population_shift,2025,2847,0,0,219973,0,0,0,125000,10500000000
catenary,texas,business_as_usual,population_shift,2025,3134,0,0,174363,0,0,0,125000,10500000000
catenary,north_west,business_as_usual,population_shift,2025,2665,0,0,220583,0,0,0,125000,10500000000
catenary,south_west,business_as_usual,population_shift,2025,3187,0,0,212351,0,0,0,125000,10500000000
catenary,california,business_as_usual,population_shift,2025,3174,0,0,219945,0,0,0,125000,10500000000
catenary,north_east,business_as_usual,increase_maritime,2025,3112,0,0,220400,0,0,0,125000,10500000000
catenary,middle_atlantic,business_as_usual,increase_maritime,2025,2534,0,0,178760,0,0,0,125000,10500000000
catenary,south_east,business_as_usual,increase_maritime,2025,2576,0,0,203404,0,0,0,125000,10500000000
catenary,north_central,business_as_usual,increase_maritime,2025,2937,0,0,178305,0,0,0,125000,10500000000
catenary,central,business_as_usual,increase_maritime,2025,2986,0,0,188487,0,0,0,125000,10500000000
catenary,texas,business_as_usual,increase_maritime,2025,2427,0,0,202745,0,0,0,125000,10500000000
catenary,north_west,business_as_usual,increase_maritime,2025,2704,0,0,165472,0,0,0,125000,10500000000
catenary,south_west,business_as_usual,increase_maritime,2025,2927,0,0,173425,0,0,0,125000,10500000000
catenary,california,business_as_usual,increase_maritime,2025,3275,0,0,165816,0,0,0,125000,10500000000
catenary,north_east,50%_reduction_2050,business_as_usual,2025,3201,0,0,214828,0,0,0,125000,10500000000
catenary,middle_atlantic,50%_reduction_2050,business_as_usual,2025,3265,0,0,195783,0,0,0,125000,10500000000
catenary,south_east,50%_reduction_2050,business_as_usual,2025,2691,0,0,172291,0,0,0,125000,10500000000
catenary,north_central,50%_reduction_2050,business_as_usual,2025,2707,0,0,161309,0,0,0,125000,10500000000
catenary,central,50%_reduction_2050,business_as_usual,2025,2601,0,0,205824,0,0,0,125000,10500000000
catenary,texas,50%_reduction_2050,business_as_usual,2025,3133,0,0,189413,0,0,0,125000,10500000000
catenary,north_west,50%_reduction_2050,business_as_usual,2025,2211,0,0,153518,0,0,0,125000,10500000000
catenary,south_west,50%_reduction_2050,business_as_usual,2025,2907,0,0,214843,0,0,0,125000,10500000000
catenary,california,50%_reduction_2050,business_as_usual,2025,2446,0,0,201471,0,0,0,125000,10500000000
catenary,north_east,50%_reduction_2050,agricultual_production_shift,2025,2282,0,0,221561,0,0,0,125000,10500000000
catenary,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2025,3103,0,0,213359,0,0,0,125000,10500000000
catenary,south_east,50%_reduction_2050,agricultual_production_shift,2025,2367,0,0,182868,0,0,0,125000,10500000000
catenary,north_central,50%_reduction_2050,agricultual_production_shift,2025,2752,0,0,209253,0,0,0,125000,10500000000
catenary,central,50%_reduction_2050,agricultual_production_shift,2025,3127,0,0,170663,0,0,0,125000,10500000000
catenary,texas,50%_reduction_2050,agricultual_production_shift,2025,3200,0,0,185015,0,0,0,125000,10500000000
catenary,north_west,50%_reduction_2050,agricultual_production_shift,2025,3001,0,0,163354,0,0,0,125000,10500000000
catenary,south_west,50%_reduction_2050,agricultual_production_shift,2025,2199,0,0,167402,0,0,0,125000,10500000000
catenary,california,50%_reduction_2050,agricultual_production_shift,2025,2219,0,0,152375,0,0,0,125000,10500000000
catenary,north_east,50%_reduction_2050,decrease_agricultual_production,2025,2713,0,0,190559,0,0,0,125000,10500000000
catenary,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2025,2709,0,0,198906,0,0,0,125000,10500000000
catenary,south_east,50%_reduction_2050,decrease_agricultual_production,2025,2867,0,0,159085,0,0,0,125000,10500000000
catenary,north_central,50%_reduction_2050,decrease_agricultual_production,2025,2727,0,0,211255,0,0,0,125000,10500000000
catenary,central,50%_reduction_2050,decrease_agricultual_production,2025,2871,0,0,207396,0,0,0,125000,10500000000
catenary,texas,50%_reduction_2050,decrease_agricultual_production,2025,2767,0,0,175918,0,0,0,125000,10500000000
catenary,north_west,50%_reduction_2050,decrease_agricultual_production,2025,2364,0,0,218526,0,0,0,125000,10500000000
catenary,south_west,50%_reduction_2050,decrease_agricultual_production,2025,2670,0,0,192902,0,0,0,125000,10500000000
catenary,california,50%_reduction_2050,decrease_agricultual_production,2025,2892,0,0,151411,0,0,0,125000,10500000000
catenary,north_east,50%_reduction_2050,population_shift,2025,3038,0,0,203986,0,0,0,125000,10500000000
catenary,middle_atlantic,50%_reduction_2050,population_shift,2025,2236,0,0,199919,0,0,0,125000,10500000000
catenary,south_east,50%_reduction_2050,population_shift,2025,3011,0,0,181544,0,0,0,125000,10500000000
catenary,north_central,50%_reduction_2050,population_shift,2025,3267,0,0,167103,0,0,0,125000,10500000000
catenary,central,50%_reduction_2050,population_shift,2025,2654,0,0,196440,0,0,0,125000,10500000000
catenary,texas,50%_reduction_2050,population_shift,2025,3011,0,0,198396,0,0,0,125000,10500000000
catenary,north_west,50%_reduction_2050,population_shift,2025,2628,0,0,174777,0,0,0,125000,10500000000
catenary,south_west,50%_reduction_2050,population_shift,2025,2531,0,0,207177,0,0,0,125000,10500000000
catenary,california,50%_reduction_2050,population_shift,2025,3061,0,0,202430,0,0,0,125000,10500000000
catenary,north_east,50%_reduction_2050,increase_maritime,2025,2914,0,0,214948,0,0,0,125000,10500000000
catenary,middle_atlantic,50%_reduction_2050,increase_maritime,2025,3057,0,0,154642,0,0,0,125000,10500000000
catenary,south_east,50%_reduction_2050,increase_maritime,2025,3243,0,0,186116,0,0,0,125000,10500000000
catenary,north_central,50%_reduction_2050,increase_maritime,2025,2292,0,0,181923,0,0,0,125000,10500000000
catenary,central,50%_reduction_2050,increase_maritime,2025,2798,0,0,191419,0,0,0,125000,10500000000
catenary,texas,50%_reduction_2050,increase_maritime,2025,2654,0,0,161021,0,0,0,125000,10500000000
catenary,north_west,50%_reduction_2050,increase_maritime,2025,2796,0,0,212360,0,0,0,125000,10500000000
catenary,south_west,50%_reduction_2050,increase_maritime,2025,2941,0,0,155675,0,0,0,125000,10500000000
catenary,california,50%_reduction_2050,increase_maritime,2025,2484,0,0,152628,0,0,0,125000,10500000000
catenary,north_east,net_zero_2050,business_as_usual,2025,2893,0,0,184503,0,0,0,125000,10500000000
catenary,middle_atlantic,net_zero_2050,business_as_usual,2025,3082,0,0,163246,0,0,0,125000,10500000000
catenary,south_east,net_zero_2050,business_as_usual,2025,3053,0,0,176086,0,0,0,125000,10500000000
catenary,north_central,net_zero_2050,business_as_usual,2025,3089,0,0,187893,0,0,0,125000,10500000000
catenary,central,net_zero_2050,business_as_usual,2025,2428,0,0,189641,0,0,0,125000,10500000000
catenary,texas,net_zero_2050,business_as_usual,2025,2731,0,0,222841,0,0,0,125000,10500000000
catenary,north_west,net_zero_2050,business_as_usual,2025,2777,0,0,206151,0,0,0,125000,10500000000
catenary,south_west,net_zero_2050,business_as_usual,2025,3201,0,0,183104,0,0,0,125000,10500000000
catenary,california,net_zero_2050,business_as_usual,2025,2839,0,0,150617,0,0,0,125000,10500000000
catenary,north_east,net_zero_2050,agricultual_production_shift,2025,2861,0,0,214302,0,0,0,125000,10500000000
catenary,middle_atlantic,net_zero_2050,agricultual_production_shift,2025,2394,0,0,195062,0,0,0,125000,10500000000
catenary,south_east,net_zero_2050,agricultual_production_shift,2025,2561,0,0,179908,0,0,0,125000,10500000000
catenary,north_central,net_zero_2050,agricultual_production_shift,2025,3242,0,0,173607,0,0,0,125000,10500000000
catenary,central,net_zero_2050,agricultual_production_shift,2025,2820,0,0,178876,0,0,0,125000,10500000000
catenary,texas,net_zero_2050,agricultual_production_shift,2025,3186,0,0,177042,0,0,0,125000,10500000000
catenary,north_west,net_zero_2050,agricultual_production_shift,2025,2338,0,0,167171,0,0,0,125000,10500000000
catenary,south_west,net_zero_2050,agricultual_production_shift,2025,2210,0,0,161664,0,0,0,125000,10500000000
catenary,california,net_zero_2050,agricultual_production_shift,2025,2370,0,0,203812,0,0,0,125000,10500000000
catenary,north_east,net_zero_2050,decrease_agricultual_production,2025,2682,0,0,186771,0,0,0,125000,10500000000
catenary,middle_atlantic,net_zero_2050,decrease_agricultual_production,2025,3149,0,0,201024,0,0,0,125000,10500000000
catenary,south_east,net_zero_2050,decrease_agricultual_production,2025,2877,0,0,169346,0,0,0,125000,10500000000
catenary,north_central,net_zero_2050,decrease_agricultual_production,2025,2807,0,0,219605,0,0,0,125000,10500000000
catenary,central,net_zero_2050,decrease_agricultual_production,2025,2390,0,0,188485,0,0,0,125000,10500000000
catenary,texas,net_zero_2050,decrease_agricultual_production,2025,2309,0,0,202928,0,0,0,125000,10500000000
catenary,north_west,net_zero_2050,decrease_agricultual_production,2025,2831,0,0,212567,0,0,0,125000,10500000000
catenary,south_west,net_zero_2050,decrease_agricultual_production,2025,2889,0,0,212681,0,0,0,125000,10500000000
catenary,california,net_zero_2050,decrease_agricultual_production,2025,3227,0,0,186285,0,0,0,125000,10500000000
catenary,north_east,net_zero_2050,population_shift,2025,2711,0,0,179754,0,0,0,125000,10500000000
catenary,middle_atlantic,net_zero_2050,population_shift,2025,2422,0,0,152147,0,0,0,125000,10500000000
catenary,south_east,net_zero_2050,population_shift,2025,2465,0,0,207481,0,0,0,125000,10500000000
catenary,north_central,net_zero_2050,population_shift,2025,3260,0,0,175605,0,0,0,125000,10500000000
catenary,central,net_zero_2050,population_shift,2025,2525,0,0,165742,0,0,0,125000,10500000000
catenary,texas,net_zero_2050,population_shift,2025,2986,0,0,215079,0,0,0,125000,10500000000
catenary,north_west,net_zero_2050,population_shift,2025,2772,0,0,218127,0,0,0,125000,10500000000
catenary,south_west,net_zero_2050,population_shift,2025,2801,0,0,217010,0,0,0,125000,10500000000
catenary,california,net_zero_2050,population_shift,2025,2944,0,0,206969,0,0,0,125000,10500000000
catenary,north_east,net_zero_2050,increase_maritime,2025,2971,0,0,198964,0,0,0,125000,10500000000
catenary,middle_atlantic,net_zero_2050,increase_maritime,2025,3227,0,0,152959,0,0,0,125000,10500000000
catenary,south_east,net_zero_2050,increase_maritime,2025,2833,0,0,205808,0,0,0,125000,10500000000
catenary,north_central,net_zero_2050,increase_maritime,2025,2663,0,0,221860,0,0,0,125000,10500000000
catenary,central,net_zero_2050,increase_maritime,2025,2756,0,0,172642,0,0,0,125000,10500000000
catenary,texas,net_zero_2050,increase_maritime,2025,3051,0,0,197050,0,0,0,125000,10500000000
catenary,north_west,net_zero_2050,increase_maritime,2025,2606,0,0,211843,0,0,0,125000,10500000000
catenary,south_west,net_zero_2050,increase_maritime,2025,2653,0,0,172139,0,0,0,125000,10500000000
catenary,california,net_zero_2050,increase_maritime,2025,2607,0,0,175412,0,0,0,125000,10500000000
diesel,north_east,business_as_usual,business_as_usual,2030,3212,3212,0,168472,3500000,320000,0,125000,6500000000
diesel,middle_atlantic,business_as_usual,business_as_usual,2030,2812,2812,0,207025,3500000,320000,0,125000,6500000000
diesel,south_east,business_as_usual,business_as_usual,2030,2629,2629,0,155722,3500000,320000,0,125000,6500000000
diesel,north_central,business_as_usual,business_as_usual,2030,2322,2322,0,215655,3500000,320000,0,125000,6500000000
diesel,central,business_as_usual,business_as_usual,2030,2992,2992,0,160330,3500000,320000,0,125000,6500000000
diesel,texas,business_as_usual,business_as_usual,2030,2981,2981,0,222800,3500000,320000,0,125000,6500000000
diesel,north_west,business_as_usual,business_as_usual,2030,2579,2579,0,153959,3500000,320000,0,125000,6500000000
diesel,south_west,business_as_usual,business_as_usual,2030,2284,2284,0,210159,3500000,320000,0,125000,6500000000
diesel,california,business_as_usual,business_as_usual,2030,2779,2779,0,153162,3500000,320000,0,125000,6500000000
diesel,north_east,business_as_usual,agricultual_production_shift,2030,2530,2530,0,196451,3500000,320000,0,125000,6500000000
diesel,middle_atlantic,business_as_usual,agricultual_production_shift,2030,3262,3262,0,209311,3500000,320000,0,125000,6500000000
diesel,south_east,business_as_usual,agricultual_production_shift,2030,2775,2775,0,172390,3500000,320000,0,125000,6500000000
diesel,north_central,business_as_usual,agricultual_production_shift,2030,3189,3189,0,154645,3500000,320000,0,125000,6500000000
diesel,central,business_as_usual,agricultual_production_shift,2030,2240,2240,0,151755,3500000,320000,0,125000,6500000000
diesel,texas,business_as_usual,agricultual_production_shift,2030,2763,2763,0,169162,3500000,320000,0,125000,6500000000
diesel,north_west,business_as_usual,agricultual_production_shift,2030,3220,3220,0,221656,3500000,320000,0,125000,6500000000
diesel,south_west,business_as_usual,agricultual_production_shift,2030,2693,2693,0,181666,3500000,320000,0,125000,6500000000
diesel,california,business_as_usual,agricultual_production_shift,2030,2535,2535,0,205807,3500000,320000,0,125000,6500000000
diesel,north_east,business_as_usual,decrease_agricultual_production,2030,3028,3028,0,152785,3500000,320000,0,125000,6500000000
diesel,middle_atlantic,business_as_usual,decrease_agricultual_production,2030,2672,2672,0,216902,3500000,320000,0,125000,6500000000
diesel,south_east,business_as_usual,decrease_agricultual_production,2030,2919,2919,0,171201,3500000,320000,0,125000,6500000000
diesel,north_central,business_as_usual,decrease_agricultual_production,2030,2831,2831,0,182247,3500000,320000,0,125000,6500000000
diesel,central,business_as_usual,decrease_agricultual_production,2030,2862,2862,0,164431,3500000,320000,0,125000,6500000000
diesel,texas,business_as_usual,decrease_agricultual_production,2030,3005,3005,0,170561,3500000,320000,0,125000,6500000000
diesel,north_west,business_as_usual,decrease_agricultual_production,2030,3265,3265,0,213980,3500000,320000,0,125000,6500000000
diesel,south_west,business_as_usual,decrease_agricultual_production,2030,3129,3129,0,151630,3500000,320000,0,125000,6500000000
diesel,california,business_as_usual,decrease_agricultual_production,2030,2597,2597,0,180634,3500000,320000,0,125000,6500000000
diesel,north_east,business_as_usual,population_shift,2030,2217,2217,0,158543,3500000,320000,0,125000,6500000000
diesel,middle_atlantic,business_as_usual,population_shift,2030,2968,2968,0,161628,3500000,320000,0,125000,6500000000
diesel,south_east,business_as_usual,population_shift,2030,2751,2751,0,208871,3500000,320000,0,125000,6500000000
diesel,north_central,business_as_usual,population_shift,2030,2995,2995,0,201998,3500000,320000,0,125000,6500000000
diesel,central,business_as_usual,population_shift,2030,3167,3167,0,200784,3500000,320000,0,125000,6500000000
diesel,texas,business_as_usual,population_shift,2030,2719,2719,0,177340,3500000,320000,0,125000,6500000000
diesel,north_west,business_as_usual,population_shift,2030,3206,3206,0,201006,3500000,320000,0,125000,6500000000
diesel,south_west,business_as_usual,population_shift,2030,2377,2377,0,162095,3500000,320000,0,125000,6500000000
diesel,california,business_as_usual,population_shift,2030,3103,3103,0,206483,3500000,320000,0,125000,6500000000
diesel,north_east,business_as_usual,increase_maritime,2030,2811,2811,0,213327,3500000,320000,0,125000,6500000000
diesel,middle_atlantic,business_as_usual,increase_maritime,2030,2671,2671,0,167032,3500000,320000,0,125000,6500000000
diesel,south_east,business_as_usual,increase_maritime,2030,2353,2353,0,219276,3500000,320000,0,125000,6500000000
diesel,north_central,business_as_usual,increase_maritime,2030,3067,3067,0,194000,3500000,320000,0,125000,6500000000
diesel,central,business_as_usual,increase_maritime,2030,2311,2311,0,166560,3500000,320000,0,125000,6500000000
diesel,texas,business_as_usual,increase_maritime,2030,2191,2191,0,218179,3500000,320000,0,125000,6500000000
diesel,north_west,business_as_usual,increase_maritime,2030,3080,3080,0,185022,3500000,320000,0,125000,6500000000
diesel,south_west,business_as_usual,increase_maritime,2030,3088,3088,0,191024,3500000,320000,0,125000,6500000000
diesel,california,business_as_usual,increase_maritime,2030,2212,2212,0,223277,3500000,320000,0,125000,6500000000
diesel,north_east,50%_reduction_2050,business_as_usual,2030,3002,3002,0,168922,3500000,320000,0,125000,6500000000
diesel,middle_atlantic,50%_reduction_2050,business_as_usual,2030,2993,2993,0,197520,3500000,320000,0,125000,6500000000
diesel,south_east,50%_reduction_2050,business_as_usual,2030,2930,2930,0,187133,3500000,320000,0,125000,6500000000
diesel,north_central,50%_reduction_2050,business_as_usual,2030,2635,2635,0,180449,3500000,320000,0,125000,6500000000
diesel,central,50%_reduction_2050,business_as_usual,2030,2876,2876,0,180872,3500000,320000,0,125000,6500000000
diesel,texas,50%_reduction_2050,business_as_usual,2030,2941,2941,0,175088,3500000,320000,0,125000,6500000000
diesel,north_west,50%_reduction_2050,business_as_usual,2030,3211,3211,0,219729,3500000,320000,0,125000,6500000000
diesel,south_west,50%_reduction_2050,business_as_usual,2030,2616,2616,0,198282,3500000,320000,0,125000,6500000000
diesel,california,50%_reduction_2050,business_as_usual,2030,2713,2713,0,201670,3500000,320000,0,125000,6500000000
diesel,north_east,50%_reduction_2050,agricultual_production_shift,2030,2673,2673,0,181356,3500000,320000,0,125000,6500000000
diesel,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2030,2647,2647,0,167994,3500000,320000,0,125000,6500000000
diesel,south_east,50%_reduction_2050,agricultual_production_shift,2030,2370,2370,0,177397,3500000,320000,0,125000,6500000000
diesel,north_central,50%_reduction_2050,agricultual_production_shift,2030,2896,2896,0,153169,3500000,320000,0,125000,6500000000
