technology,region,energy_system_scenario,freight_demand_scenario,year,number_of_charging_stations,cost_per_station ($),track_mile (mi),rail_track_cost ($/mi),infrastructure_O&M_cost ($/year)
hydrogen,south_west,net_zero_2050,agricultual_production_shift,2030,44,460833.7237,15393,1500000,455000000
hydrogen,california,net_zero_2050,agricultual_production_shift,2030,50,460833.7237,16645,1500000,455000000
hydrogen,north_east,net_zero_2050,decrease_agricultual_production,2030,44,460833.7237,14708,1500000,455000000
hydrogen,middle_atlantic,net_zero_2050,decrease_agricultual_production,2030,49,460833.7237,18342,1500000,455000000
hydrogen,south_east,net_zero_2050,decrease_agricultual_production,2030,43,460833.7237,15388,1500000,455000000
hydrogen,north_central,net_zero_2050,decrease_agricultual_production,2030,41,460833.7237,13052,1500000,455000000
hydrogen,central,net_zero_2050,decrease_agricultual_production,2030,56,460833.7237,12492,1500000,455000000
hydrogen,texas,net_zero_2050,decrease_agricultual_production,2030,47,460833.7237,15763,1500000,455000000
hydrogen,north_west,net_zero_2050,decrease_agricultual_production,2030,49,460833.7237,16498,1500000,455000000
hydrogen,south_west,net_zero_2050,decrease_agricultual_production,2030,49,460833.7237,14167,1500000,455000000
hydrogen,california,net_zero_2050,decrease_agricultual_production,2030,53,460833.7237,15024,1500000,455000000
hydrogen,north_east,net_zero_2050,population_shift,2030,41,460833.7237,15358,1500000,455000000
hydrogen,middle_atlantic,net_zero_2050,population_shift,2030,44,460833.7237,17646,1500000,455000000
hydrogen,south_east,net_zero_2050,population_shift,2030,48,460833.7237,13175,1500000,455000000
hydrogen,north_central,net_zero_2050,population_shift,2030,49,460833.7237,16607,1500000,455000000
hydrogen,central,net_zero_2050,population_shift,2030,46,460833.7237,15756,1500000,455000000
hydrogen,texas,net_zero_2050,population_shift,2030,50,460833.7237,14723,1500000,455000000
hydrogen,north_west,net_zero_2050,population_shift,2030,40,460833.7237,17248,1500000,455000000
hydrogen,south_west,net_zero_2050,population_shift,2030,55,460833.7237,14777,1500000,455000000
hydrogen,california,net_zero_2050,population_shift,2030,54,460833.7237,15917,1500000,455000000
hydrogen,north_east,net_zero_2050,increase_maritime,2030,49,460833.7237,15318,1500000,455000000
hydrogen,middle_atlantic,net_zero_2050,increase_maritime,2030,45,460833.7237,17591,1500000,455000000
hydrogen,south_east,net_zero_2050,increase_maritime,2030,50,460833.7237,18518,1500000,455000000
hydrogen,north_central,net_zero_2050,increase_maritime,2030,51,460833.7237,14796,1500000,455000000
hydrogen,central,net_zero_2050,increase_maritime,2030,44,460833.7237,18503,1500000,455000000
hydrogen,texas,net_zero_2050,increase_maritime,2030,50,460833.7237,16096,1500000,455000000
hydrogen,north_west,net_zero_2050,increase_maritime,2030,38,460833.7237,18314,1500000,455000000
hydrogen,south_west,net_zero_2050,increase_maritime,2030,50,460833.7237,17209,1500000,455000000
hydrogen,california,net_zero_2050,increase_maritime,2030,53,460833.7237,16578,1500000,455000000
battery,north_east,business_as_usual,business_as_usual,2030,44,460833.7237,17278,1500000,455000000
battery,middle_atlantic,business_as_usual,business_as_usual,2030,56,460833.7237,14232,1500000,455000000
battery,south_east,business_as_usual,business_as_usual,2030,53,460833.7237,17019,1500000,455000000
battery,north_central,business_as_usual,business_as_usual,2030,50,460833.7237,15229,1500000,455000000
battery,central,business_as_usual,business_as_usual,2030,42,460833.7237,15829,1500000,455000000
battery,texas,business_as_usual,business_as_usual,2030,39,460833.7237,16428,1500000,455000000
battery,north_west,business_as_usual,business_as_usual,2030,41,460833.7237,18527,1500000,455000000
battery,south_west,business_as_usual,business_as_usual,2030,56,460833.7237,13969,1500000,455000000
battery,california,business_as_usual,business_as_usual,2030,44,460833.7237,15143,1500000,455000000
battery,north_east,business_as_usual,agricultual_production_shift,2030,51,460833.7237,18652,1500000,455000000
battery,middle_atlantic,business_as_usual,agricultual_production_shift,2030,52,460833.7237,17887,1500000,455000000
battery,south_east,business_as_usual,agricultual_production_shift,2030,48,460833.7237,17749,1500000,455000000
battery,north_central,business_as_usual,agricultual_production_shift,2030,50,460833.7237,17252,1500000,455000000
battery,central,business_as_usual,agricultual_production_shift,2030,38,460833.7237,18291,1500000,455000000
battery,texas,business_as_usual,agricultual_production_shift,2030,47,460833.7237,13321,1500000,455000000
battery,north_west,business_as_usual,agricultual_production_shift,2030,51,460833.7237,18255,1500000,455000000
battery,south_west,business_as_usual,agricultual_production_shift,2030,39,460833.7237,12479,1500000,455000000
battery,california,business_as_usual,agricultual_production_shift,2030,38,460833.7237,14928,1500000,455000000
battery,north_east,business_as_usual,decrease_agricultual_production,2030,56,460833.7237,13786,1500000,455000000
battery,middle_atlantic,business_as_usual,decrease_agricultual_production,2030,47,460833.7237,16377,1500000,455000000
battery,south_east,business_as_usual,decrease_agricultual_production,2030,53,460833.7237,14533,1500000,455000000
battery,north_central,business_as_usual,decrease_agricultual_production,2030,52,460833.7237,14892,1500000,455000000
battery,central,business_as_usual,decrease_agricultual_production,2030,51,460833.7237,12937,1500000,455000000
battery,texas,business_as_usual,decrease_agricultual_production,2030,41,460833.7237,16895,1500000,455000000
battery,north_west,business_as_usual,decrease_agricultual_production,2030,48,460833.7237,18365,1500000,455000000
battery,south_west,business_as_usual,decrease_agricultual_production,2030,41,460833.7237,18383,1500000,455000000
battery,california,business_as_usual,decrease_agricultual_production,2030,38,460833.7237,13872,1500000,455000000
battery,north_east,business_as_usual,population_shift,2030,43,460833.7237,13949,1500000,455000000
battery,middle_atlantic,business_as_usual,population_shift,2030,47,460833.7237,16915,1500000,455000000
battery,south_east,business_as_usual,population_shift,2030,46,460833.7237,17906,1500000,455000000
battery,north_central,business_as_usual,population_shift,2030,45,460833.7237,16235,1500000,455000000
battery,central,business_as_usual,population_shift,2030,38,460833.7237,17132,1500000,455000000
battery,texas,business_as_usual,population_shift,2030,53,460833.7237,13212,1500000,455000000
battery,north_west,business_as_usual,population_shift,2030,41,460833.7237,16856,1500000,455000000
battery,south_west,business_as_usual,population_shift,2030,46,460833.7237,13829,1500000,455000000
battery,california,business_as_usual,population_shift,2030,47,460833.7237,15396,1500000,455000000
battery,north_east,business_as_usual,increase_maritime,2030,48,460833.7237,13414,1500000,455000000
battery,middle_atlantic,business_as_usual,increase_maritime,2030,48,460833.7237,12493,1500000,455000000
battery,south_east,business_as_usual,increase_maritime,2030,44,460833.7237,13912,1500000,455000000
battery,north_central,business_as_usual,increase_maritime,2030,55,460833.7237,15407,1500000,455000000
battery,central,business_as_usual,increase_maritime,2030,41,460833.7237,13425,1500000,455000000
battery,texas,business_as_usual,increase_maritime,2030,41,460833.7237,13357,1500000,455000000
battery,north_west,business_as_usual,increase_maritime,2030,49,460833.7237,18241,1500000,455000000
battery,south_west,business_as_usual,increase_maritime,2030,45,460833.7237,14402,1500000,455000000
battery,california,business_as_usual,increase_maritime,2030,45,460833.7237,17795,1500000,455000000
battery,north_east,50%_reduction_2050,business_as_usual,2030,51,460833.7237,17978,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,business_as_usual,2030,49,460833.7237,13459,1500000,455000000
battery,south_east,50%_reduction_2050,business_as_usual,2030,39,460833.7237,14745,1500000,455000000
battery,north_central,50%_reduction_2050,business_as_usual,2030,47,460833.7237,17905,1500000,455000000
battery,central,50%_reduction_2050,business_as_usual,2030,48,460833.7237,17603,1500000,455000000
battery,texas,50%_reduction_2050,business_as_usual,2030,45,460833.7237,14154,1500000,455000000
battery,north_west,50%_reduction_2050,business_as_usual,2030,56,460833.7237,15903,1500000,455000000
battery,south_west,50%_reduction_2050,business_as_usual,2030,42,460833.7237,14271,1500000,455000000
battery,california,50%_reduction_2050,business_as_usual,2030,47,460833.7237,12739,1500000,455000000
battery,north_east,50%_reduction_2050,agricultual_production_shift,2030,43,460833.7237,15349,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2030,45,460833.7237,13957,1500000,455000000
battery,south_east,50%_reduction_2050,agricultual_production_shift,2030,40,460833.7237,14559,1500000,455000000
battery,north_central,50%_reduction_2050,agricultual_production_shift,2030,40,460833.7237,14103,1500000,455000000
battery,central,50%_reduction_2050,agricultual_production_shift,2030,51,460833.7237,14382,1500000,455000000
battery,texas,50%_reduction_2050,agricultual_production_shift,2030,47,460833.7237,13880,1500000,455000000
battery,north_west,50%_reduction_2050,agricultual_production_shift,2030,41,460833.7237,13404,1500000,455000000
battery,south_west,50%_reduction_2050,agricultual_production_shift,2030,56,460833.7237,16121,1500000,455000000
battery,california,50%_reduction_2050,agricultual_production_shift,2030,54,460833.7237,15644,1500000,455000000
battery,north_east,50%_reduction_2050,decrease_agricultual_production,2030,47,460833.7237,18298,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2030,43,460833.7237,14364,1500000,455000000
battery,south_east,50%_reduction_2050,decrease_agricultual_production,2030,40,460833.7237,15917,1500000,455000000
battery,north_central,50%_reduction_2050,decrease_agricultual_production,2030,38,460833.7237,18005,1500000,455000000
battery,central,50%_reduction_2050,decrease_agricultual_production,2030,45,460833.7237,14756,1500000,455000000
battery,texas,50%_reduction_2050,decrease_agricultual_production,2030,56,460833.7237,13803,1500000,455000000
battery,north_west,50%_reduction_2050,decrease_agricultual_production,2030,39,460833.7237,15331,1500000,455000000
battery,south_west,50%_reduction_2050,decrease_agricultual_production,2030,51,460833.7237,17117,1500000,455000000
battery,california,50%_reduction_2050,decrease_agricultual_production,2030,43,460833.7237,14314,1500000,455000000
battery,north_east,50%_reduction_2050,population_shift,2030,52,460833.7237,13430,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,population_shift,2030,50,460833.7237,16336,1500000,455000000
battery,south_east,50%_reduction_2050,population_shift,2030,42,460833.7237,17137,1500000,455000000
battery,north_central,50%_reduction_2050,population_shift,2030,54,460833.7237,15079,1500000,455000000
battery,central,50%_reduction_2050,population_shift,2030,56,460833.7237,14934,1500000,455000000
battery,texas,50%_reduction_2050,population_shift,2030,44,460833.7237,14146,1500000,455000000
battery,north_west,50%_reduction_2050,population_shift,2030,51,460833.7237,16573,1500000,455000000
battery,south_west,50%_reduction_2050,population_shift,2030,38,460833.7237,17656,1500000,455000000
battery,california,50%_reduction_2050,population_shift,2030,40,460833.7237,12783,1500000,455000000
battery,north_east,50%_reduction_2050,increase_maritime,2030,45,460833.7237,16463,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,increase_maritime,2030,43,460833.7237,14857,1500000,455000000
battery,south_east,50%_reduction_2050,increase_maritime,2030,43,460833.7237,17875,1500000,455000000
battery,north_central,50%_reduction_2050,increase_maritime,2030,48,460833.7237,12964,1500000,455000000
battery,central,50%_reduction_2050,increase_maritime,2030,41,460833.7237,12966,1500000,455000000
battery,texas,50%_reduction_2050,increase_maritime,2030,43,460833.7237,15468,1500000,455000000
battery,north_west,50%_reduction_2050,increase_maritime,2030,47,460833.7237,18553,1500000,455000000
battery,south_west,50%_reduction_2050,increase_maritime,2030,49,460833.7237,15205,1500000,455000000
battery,california,50%_reduction_2050,increase_maritime,2030,38,460833.7237,17180,1500000,455000000
battery,north_east,net_zero_2050,business_as_usual,2030,49,460833.7237,16645,1500000,455000000
battery,middle_atlantic,net_zero_2050,business_as_usual,2030,56,460833.7237,13299,1500000,455000000
battery,south_east,net_zero_2050,business_as_usual,2030,48,460833.7237,14588,1500000,455000000
battery,north_central,net_zero_2050,business_as_usual,2030,39,460833.7237,12679,1500000,455000000
battery,central,net_zero_2050,business_as_usual,2030,50,460833.7237,13523,1500000,455000000
battery,texas,net_zero_2050,business_as_usual,2030,51,460833.7237,15902,1500000,455000000
battery,north_west,net_zero_2050,business_as_usual,2030,56,460833.7237,12678,1500000,455000000
battery,south_west,net_zero_2050,business_as_usual,2030,45,460833.7237,13355,1500000,455000000
battery,california,net_zero_2050,business_as_usual,2030,40,460833.7237,15324,1500000,455000000
battery,north_east,net_zero_2050,agricultual_production_shift,2030,46,460833.7237,17843,1500000,455000000
battery,middle_atlantic,net_zero_2050,agricultual_production_shift,2030,45,460833.7237,16876,1500000,455000000
battery,south_east,net_zero_2050,agricultual_production_shift,2030,50,460833.7237,12651,1500000,455000000
battery,north_central,net_zero_2050,agricultual_production_shift,2030,55,460833.7237,13021,1500000,455000000
battery,central,net_zero_2050,agricultual_production_shift,2030,50,460833.7237,17901,1500000,455000000
battery,texas,net_zero_2050,agricultual_production_shift,2030,54,460833.7237,12536,1500000,455000000
battery,north_west,net_zero_2050,agricultual_production_shift,2030,55,460833.7237,18536,1500000,455000000
battery,south_west,net_zero_2050,agricultual_production_shift,2030,46,460833.7237,17092,1500000,455000000
battery,california,net_zero_2050,agricultual_production_shift,2030,38,460833.7237,13123,1500000,455000000
battery,north_east,net_zero_2050,decrease_agricultual_production,2030,52,460833.7237,16179,1500000,455000000
battery,middle_atlantic,net_zero_2050,decrease_agricultual_production,2030,46,460833.7237,18148,1500000,455000000
battery,south_east,net_zero_2050,decrease_agricultual_production,2030,44,460833.7237,13141,1500000,455000000
battery,north_central,net_zero_2050,decrease_agricultual_production,2030,41,460833.7237,15250,1500000,455000000
battery,central,net_zero_2050,decrease_agricultual_production,2030,44,460833.7237,13960,1500000,455000000
battery,texas,net_zero_2050,decrease_agricultual_production,2030,41,460833.7237,15021,1500000,455000000
battery,north_west,net_zero_2050,decrease_agricultual_production,2030,47,460833.7237,14609,1500000,455000000
battery,south_west,net_zero_2050,decrease_agricultual_production,2030,48,460833.7237,14586,1500000,455000000
battery,california,net_zero_2050,decrease_agricultual_production,2030,56,460833.7237,12837,1500000,455000000
battery,north_east,net_zero_2050,population_shift,2030,40,460833.7237,16267,1500000,455000000
battery,middle_atlantic,net_zero_2050,population_shift,2030,51,460833.7237,13665,1500000,455000000
battery,south_east,net_zero_2050,population_shift,2030,45,460833.7237,12806,1500000,455000000
battery,north_central,net_zero_2050,population_shift,2030,45,460833.7237,18134,1500000,455000000
battery,central,net_zero_2050,population_shift,2030,48,460833.7237,16438,1500000,455000000
battery,texas,net_zero_2050,population_shift,2030,45,460833.7237,14927,1500000,455000000
battery,north_west,net_zero_2050,population_shift,2030,45,460833.7237,16781,1500000,455000000
battery,south_west,net_zero_2050,population_shift,2030,50,460833.7237,16197,1500000,455000000
battery,california,net_zero_2050,population_shift,2030,53,460833.7237,13485,1500000,455000000
battery,north_east,net_zero_2050,increase_maritime,2030,39,460833.7237,12761,1500000,455000000
battery,middle_atlantic,net_zero_2050,increase_maritime,2030,44,460833.7237,15683,1500000,455000000
battery,south_east,net_zero_2050,increase_maritime,2030,43,460833.7237,12818,1500000,455000000
battery,north_central,net_zero_2050,increase_maritime,2030,46,460833.7237,16612,1500000,455000000
battery,central,net_zero_2050,increase_maritime,2030,39,460833.7237,17553,1500000,455000000
battery,texas,net_zero_2050,increase_maritime,2030,53,460833.7237,17989,1500000,455000000
battery,north_west,net_zero_2050,increase_maritime,2030,52,460833.7237,15463,1500000,455000000
battery,south_west,net_zero_2050,increase_maritime,2030,43,460833.7237,13403,1500000,455000000
battery,california,net_zero_2050,increase_maritime,2030,53,460833.7237,14775,1500000,455000000
catenary,north_east,business_as_usual,business_as_usual,2030,44,460833.7237,15901,1500000,455000000
catenary,middle_atlantic,business_as_usual,business_as_usual,2030,54,460833.7237,17722,1500000,455000000
catenary,south_east,business_as_usual,business_as_usual,2030,54,460833.7237,18072,1500000,455000000
catenary,north_central,business_as_usual,business_as_usual,2030,42,460833.7237,18084,1500000,455000000
catenary,central,business_as_usual,business_as_usual,2030,48,460833.7237,14796,1500000,455000000
catenary,texas,business_as_usual,business_as_usual,2030,55,460833.7237,18555,1500000,455000000
catenary,north_west,business_as_usual,business_as_usual,2030,43,460833.7237,14207,1500000,455000000
catenary,south_west,business_as_usual,business_as_usual,2030,49,460833.7237,13995,1500000,455000000
catenary,california,business_as_usual,business_as_usual,2030,50,460833.7237,12735,1500000,455000000
catenary,north_east,business_as_usual,agricultual_production_shift,2030,45,460833.7237,15655,1500000,455000000
catenary,middle_atlantic,business_as_usual,agricultual_production_shift,2030,41,460833.7237,17014,1500000,455000000
catenary,south_east,business_as_usual,agricultual_production_shift,2030,42,460833.7237,15948,1500000,455000000
catenary,north_central,business_as_usual,agricultual_production_shift,2030,45,460833.7237,14691,1500000,455000000
catenary,central,business_as_usual,agricultual_production_shift,2030,56,460833.7237,13251,1500000,455000000
catenary,texas,business_as_usual,agricultual_production_shift,2030,46,460833.7237,18053,1500000,455000000
catenary,north_west,business_as_usual,agricultual_production_shift,2030,54,460833.7237,18603,1500000,455000000
catenary,south_west,business_as_usual,agricultual_production_shift,2030,45,460833.7237,12906,1500000,455000000
catenary,california,business_as_usual,agricultual_production_shift,2030,39,460833.7237,14949,1500000,455000000
catenary,north_east,business_as_usual,decrease_agricultual_production,2030,50,460833.7237,16347,1500000,455000000
catenary,middle_atlantic,business_as_usual,decrease_agricultual_production,2030,40,460833.7237,18598,1500000,455000000
catenary,south_east,business_as_usual,decrease_agricultual_production,2030,54,460833.7237,16181,1500000,455000000
catenary,north_central,business_as_usual,decrease_agricultual_production,2030,42,460833.7237,17333,1500000,455000000
catenary,central,business_as_usual,decrease_agricultual_production,2030,44,460833.7237,16833,1500000,455000000
catenary,texas,business_as_usual,decrease_agricultual_production,2030,49,460833.7237,14441,1500000,455000000
catenary,north_west,business_as_usual,decrease_agricultual_production,2030,56,460833.7237,18560,1500000,455000000
catenary,south_west,business_as_usual,decrease_agricultual_production,2030,48,460833.7237,17196,1500000,455000000
catenary,california,business_as_usual,decrease_agricultual_production,2030,38,460833.7237,13390,1500000,455000000
catenary,north_east,business_as_usual,population_shift,2030,44,460833.7237,17197,1500000,455000000
catenary,middle_atlantic,business_as_usual,population_shift,2030,51,460833.7237,14083,1500000,455000000
catenary,south_east,business_as_usual,population_shift,2030,43,460833.7237,17071,1500000,455000000
catenary,north_central,business_as_usual,population_shift,2030,45,460833.7237,15686,1500000,455000000
catenary,central,business_as_usual,population_shift,2030,51,460833.7237,15633,1500000,455000000
catenary,texas,business_as_usual,population_shift,2030,46,460833.7237,16985,1500000,455000000
catenary,north_west,business_as_usual,population_shift,2030,41,460833.7237,16263,1500000,455000000
catenary,south_west,business_as_usual,population_shift,2030,38,460833.7237,17467,1500000,455000000
catenary,california,business_as_usual,population_shift,2030,46,460833.7237,17204,1500000,455000000
catenary,north_east,business_as_usual,increase_maritime,2030,38,460833.7237,18355,1500000,455000000
catenary,middle_atlantic,business_as_usual,increase_maritime,2030,50,460833.7237,18184,1500000,455000000
catenary,south_east,business_as_usual,increase_maritime,2030,54,460833.7237,18455,1500000,455000000
catenary,north_central,business_as_usual,increase_maritime,2030,42,460833.7237,13735,1500000,455000000
catenary,central,business_as_usual,increase_maritime,2030,55,460833.7237,12664,1500000,455000000
catenary,texas,business_as_usual,increase_maritime,2030,42,460833.7237,16920,1500000,455000000
catenary,north_west,business_as_usual,increase_maritime,2030,43,460833.7237,15553,1500000,455000000
catenary,south_west,business_as_usual,increase_maritime,2030,39,460833.7237,14116,1500000,455000000
catenary,california,business_as_usual,increase_maritime,2030,39,460833.7237,18666,1500000,455000000
catenary,north_east,50%_reduction_2050,business_as_usual,2030,53,460833.7237,17881,1500000,455000000
catenary,middle_atlantic,50%_reduction_2050,business_as_usual,2030,50,460833.7237,12526,1500000,455000000
catenary,south_east,50%_reduction_2050,business_as_usual,2030,48,460833.7237,14812,1500000,455000000
catenary,north_central,50%_reduction_2050,business_as_usual,2030,39,460833.7237,13639,1500000,455000000
catenary,central,50%_reduction_2050,business_as_usual,2030,40,460833.7237,13121,1500000,455000000
catenary,texas,50%_reduction_2050,business_as_usual,2030,53,460833.7237,17080,1500000,455000000
catenary,north_west,50%_reduction_2050,business_as_usual,2030,38,460833.7237,16087,1500000,455000000
catenary,south_west,50%_reduction_2050,business_as_usual,2030,55,460833.7237,17783,1500000,455000000
catenary,california,50%_reduction_2050,business_as_usual,2030,54,460833.7237,17545,1500000,455000000
catenary,north_east,50%_reduction_2050,agricultual_production_shift,2030,56,460833.7237,17910,1500000,455000000
catenary,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2030,53,460833.7237,17670,1500000,455000000
catenary,south_east,50%_reduction_2050,agricultual_production_shift,2030,44,460833.7237,17978,1500000,455000000
catenary,north_central,50%_reduction_2050,agricultual_production_shift,2030,45,460833.7237,15464,1500000,455000000
catenary,central,50%_reduction_2050,agricultual_production_shift,2030,41,460833.7237,16194,1500000,455000000
catenary,texas,50%_reduction_2050,agricultual_production_shift,2030,39,460833.7237,18014,1500000,455000000
catenary,north_west,50%_reduction_2050,agricultual_production_shift,2030,50,460833.7237,12513,1500000,455000000
catenary,south_west,50%_reduction_2050,agricultual_production_shift,2030,38,460833.7237,18065,1500000,455000000
catenary,california,50%_reduction_2050,agricultual_production_shift,2030,45,460833.7237,15340,1500000,455000000
catenary,north_east,50%_reduction_2050,decrease_agricultual_production,2030,45,460833.7237,18471,1500000,455000000
catenary,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2030,55,460833.7237,16076,1500000,455000000
catenary,south_east,50%_reduction_2050,decrease_agricultual_production,2030,55,460833.7237,14443,1500000,455000000
catenary,north_central,50%_reduction_2050,decrease_agricultual_production,2030,47,460833.7237,14315,1500000,455000000
catenary,central,50%_reduction_2050,decrease_agricultual_production,2030,51,460833.7237,14231,1500000,455000000
catenary,texas,50%_reduction_2050,decrease_agricultual_production,2030,39,460833.7237,16300,1500000,455000000
catenary,north_west,50%_reduction_2050,decrease_agricultual_production,2030,53,460833.7237,18642,1500000,455000000
catenary,south_west,50%_reduction_2050,decrease_agricultual_production,2030,54,460833.7237,18042,1500000,455000000
catenary,california,50%_reduction_2050,decrease_agricultual_production,2030,53,460833.7237,13390,1500000,455000000
catenary,north_east,50%_reduction_2050,population_shift,2030,47,460833.7237,14502,1500000,455000000
catenary,middle_atlantic,50%_reduction_2050,population_shift,2030,40,460833.7237,12755,1500000,455000000
catenary,south_east,50%_reduction_2050,population_shift,2030,53,460833.7237,13441,1500000,455000000
catenary,north_central,50%_reduction_2050,population_shift,2030,51,460833.7237,16959,1500000,455000000
catenary,central,50%_reduction_2050,population_shift,2030,47,460833.7237,15483,1500000,455000000
catenary,texas,50%_reduction_2050,population_shift,2030,54,460833.7237,14310,1500000,455000000
catenary,north_west,50%_reduction_2050,population_shift,2030,42,460833.7237,15398,1500000,455000000
catenary,south_west,50%_reduction_2050,population_shift,2030,39,460833.7237,18099,1500000,455000000
catenary,california,50%_reduction_2050,population_shift,2030,51,460833.7237,16681,1500000,455000000
catenary,north_east,50%_reduction_2050,increase_maritime,2030,46,460833.7237,15809,1500000,455000000
catenary,middle_atlantic,50%_reduction_2050,increase_maritime,2030,45,460833.7237,17982,1500000,455000000
catenary,south_east,50%_reduction_2050,increase_maritime,2030,51,460833.7237,18613,1500000,455000000
catenary,north_central,50%_reduction_2050,increase_maritime,2030,52,460833.7237,16055,1500000,455000000
catenary,central,50%_reduction_2050,increase_maritime,2030,48,460833.7237,14141,1500000,455000000
catenary,texas,50%_reduction_2050,increase_maritime,2030,50,460833.7237,14813,1500000,455000000
catenary,north_west,50%_reduction_2050,increase_maritime,2030,54,460833.7237,13823,1500000,455000000
catenary,south_west,50%_reduction_2050,increase_maritime,2030,48,460833.7237,17221,1500000,455000000
catenary,california,50%_reduction_2050,increase_maritime,2030,39,460833.7237,13216,1500000,455000000
catenary,north_east,net_zero_2050,business_as_usual,2030,49,460833.7237,13617,1500000,455000000
catenary,middle_atlantic,net_zero_2050,business_as_usual,2030,41,460833.7237,16964,1500000,455000000
catenary,south_east,net_zero_2050,business_as_usual,2030,54,460833.7237,16321,1500000,455000000
catenary,north_central,net_zero_2050,business_as_usual,2030,47,460833.7237,13385,1500000,455000000
catenary,central,net_zero_2050,business_as_usual,2030,47,460833.7237,18252,1500000,455000000
catenary,texas,net_zero_2050,business_as_usual,2030,42,460833.7237,15708,1500000,455000000
catenary,north_west,net_zero_2050,business_as_usual,2030,46,460833.7237,14376,1500000,455000000
catenary,south_west,net_zero_2050,business_as_usual,2030,47,460833.7237,14556,1500000,455000000
catenary,california,net_zero_2050,business_as_usual,2030,41,460833.7237,14944,1500000,455000000
catenary,north_east,net_zero_2050,agricultual_production_shift,2030,44,460833.7237,14427,1500000,455000000
catenary,middle_atlantic,net_zero_2050,agricultual_production_shift,2030,50,460833.7237,17361,1500000,455000000
catenary,south_east,net_zero_2050,agricultual_production_shift,2030,54,460833.7237,16429,1500000,455000000
catenary,north_central,net_zero_2050,agricultual_production_shift,2030,45,460833.7237,18433,1500000,455000000
catenary,central,net_zero_2050,agricultual_production_shift,2030,42,460833.7237,17962,1500000,455000000
catenary,texas,net_zero_2050,agricultual_production_shift,2030,55,460833.7237,14389,1500000,455000000
catenary,north_west,net_zero_2050,agricultual_production_shift,2030,54,460833.7237,15251,1500000,455000000
catenary,south_west,net_zero_2050,agricultual_production_shift,2030,51,460833.7237,17729,1500000,455000000
catenary,california,net_zero_2050,agricultual_production_shift,2030,53,460833.7237,13230,1500000,455000000
catenary,north_east,net_zero_2050,decrease_agricultual_production,2030,51,460833.7237,17329,1500000,455000000
catenary,middle_atlantic,net_zero_2050,decrease_agricultual_production,2030,40,460833.7237,18551,1500000,455000000
catenary,south_east,net_zero_2050,decrease_agricultual_production,2030,49,460833.7237,13615,1500000,455000000
catenary,north_central,net_zero_2050,decrease_agricultual_production,2030,53,460833.7237,17391,1500000,455000000
catenary,central,net_zero_2050,decrease_agricultual_production,2030,49,460833.7237,17116,1500000,455000000
catenary,texas,net_zero_2050,decrease_agricultual_production,2030,50,460833.7237,15749,1500000,455000000
catenary,north_west,net_zero_2050,decrease_agricultual_production,2030,56,460833.7237,16379,1500000,455000000
catenary,south_west,net_zero_2050,decrease_agricultual_production,2030,44,460833.7237,18127,1500000,455000000
catenary,california,net_zero_2050,decrease_agricultual_production,2030,47,460833.7237,17840,1500000,455000000
catenary,north_east,net_zero_2050,population_shift,2030,43,460833.7237,14701,1500000,455000000
catenary,middle_atlantic,net_zero_2050,population_shift,2030,38,460833.7237,13642,1500000,455000000
catenary,south_east,net_zero_2050,population_shift,2030,51,460833.7237,18227,1500000,455000000
catenary,north_central,net_zero_2050,population_shift,2030,48,460833.7237,14079,1500000,455000000
catenary,central,net_zero_2050,population_shift,2030,53,460833.7237,16776,1500000,455000000
catenary,texas,net_zero_2050,population_shift,2030,43,460833.7237,18381,1500000,455000000
catenary,north_west,net_zero_2050,population_shift,2030,41,460833.7237,14766,1500000,455000000
catenary,south_west,net_zero_2050,population_shift,2030,52,460833.7237,13908,1500000,455000000
catenary,california,net_zero_2050,population_shift,2030,46,460833.7237,18516,1500000,455000000
catenary,north_east,net_zero_2050,increase_maritime,2030,55,460833.7237,13732,1500000,455000000
catenary,middle_atlantic,net_zero_2050,increase_maritime,2030,41,460833.7237,14851,1500000,455000000
catenary,south_east,net_zero_2050,increase_maritime,2030,46,460833.7237,16865,1500000,455000000
catenary,north_central,net_zero_2050,increase_maritime,2030,52,460833.7237,13172,1500000,455000000
catenary,central,net_zero_2050,increase_maritime,2030,56,460833.7237,13104,1500000,455000000
catenary,texas,net_zero_2050,increase_maritime,2030,39,460833.7237,15247,1500000,455000000
catenary,north_west,net_zero_2050,increase_maritime,2030,56,460833.7237,18518,1500000,455000000
catenary,south_west,net_zero_2050,increase_maritime,2030,38,460833.7237,12561,1500000,455000000
catenary,california,net_zero_2050,increase_maritime,2030,46,460833.7237,15247,1500000,455000000
diesel,north_east,business_as_usual,business_as_usual,2035,55,460833.7237,13966,1500000,455000000
diesel,middle_atlantic,business_as_usual,business_as_usual,2035,47,460833.7237,17085,1500000,455000000
diesel,south_east,business_as_usual,business_as_usual,2035,43,460833.7237,15478,1500000,455000000
diesel,north_central,business_as_usual,business_as_usual,2035,45,460833.7237,13315,1500000,455000000
