technology,region,energy_system_scenario,freight_demand_scenario,year,energy_price,energy_price_unit
diesel,central,net_zero_2050,increase_maritime,2030,4.09,$/gallon
diesel,texas,net_zero_2050,increase_maritime,2030,3.67,$/gallon
diesel,north_west,net_zero_2050,increase_maritime,2030,3.48,$/gallon
diesel,south_west,net_zero_2050,increase_maritime,2030,3.73,$/gallon
diesel,california,net_zero_2050,increase_maritime,2030,4.19,$/gallon
biodiesel,north_east,business_as_usual,business_as_usual,2030,3.89,$/gallon
biodiesel,middle_atlantic,business_as_usual,business_as_usual,2030,3.37,$/gallon
biodiesel,south_east,business_as_usual,business_as_usual,2030,3.51,$/gallon
biodiesel,north_central,business_as_usual,business_as_usual,2030,3.35,$/gallon
biodiesel,central,business_as_usual,business_as_usual,2030,4.46,$/gallon
biodiesel,texas,business_as_usual,business_as_usual,2030,3.66,$/gallon
biodiesel,north_west,business_as_usual,business_as_usual,2030,3.3,$/gallon
biodiesel,south_west,business_as_usual,business_as_usual,2030,4.45,$/gallon
biodiesel,california,business_as_usual,business_as_usual,2030,3.11,$/gallon
biodiesel,north_east,business_as_usual,agricultual_production_shift,2030,3.37,$/gallon
biodiesel,middle_atlantic,business_as_usual,agricultual_production_shift,2030,3.05,$/gallon
biodiesel,south_east,business_as_usual,agricultual_production_shift,2030,3.11,$/gallon
biodiesel,north_central,business_as_usual,agricultual_production_shift,2030,3.36,$/gallon
biodiesel,central,business_as_usual,agricultual_production_shift,2030,4.16,$/gallon
biodiesel,texas,business_as_usual,agricultual_production_shift,2030,4.27,$/gallon
biodiesel,north_west,business_as_usual,agricultual_production_shift,2030,3.85,$/gallon
biodiesel,south_west,business_as_usual,agricultual_production_shift,2030,3.87,$/gallon
biodiesel,california,business_as_usual,agricultual_production_shift,2030,4.4,$/gallon
biodiesel,north_east,business_as_usual,decrease_agricultual_production,2030,3.44,$/gallon
biodiesel,middle_atlantic,business_as_usual,decrease_agricultual_production,2030,3.23,$/gallon
biodiesel,south_east,business_as_usual,decrease_agricultual_production,2030,3.89,$/gallon
biodiesel,north_central,business_as_usual,decrease_agricultual_production,2030,4.39,$/gallon
biodiesel,central,business_as_usual,decrease_agricultual_production,2030,3.82,$/gallon
biodiesel,texas,business_as_usual,decrease_agricultual_production,2030,3.44,$/gallon
biodiesel,north_west,business_as_usual,decrease_agricultual_production,2030,4.31,$/gallon
biodiesel,south_west,business_as_usual,decrease_agricultual_production,2030,3.36,$/gallon
biodiesel,california,business_as_usual,decrease_agricultual_production,2030,4.3,$/gallon
biodiesel,north_east,business_as_usual,population_shift,2030,3.56,$/gallon
biodiesel,middle_atlantic,business_as_usual,population_shift,2030,4.39,$/gallon
biodiesel,south_east,business_as_usual,population_shift,2030,3.94,$/gallon
biodiesel,north_central,business_as_usual,population_shift,2030,3.45,$/gallon
biodiesel,central,business_as_usual,population_shift,2030,3.58,$/gallon
biodiesel,texas,business_as_usual,population_shift,2030,3.19,$/gallon
biodiesel,north_west,business_as_usual,population_shift,2030,3.4,$/gallon
biodiesel,south_west,business_as_usual,population_shift,2030,4.22,$/gallon
biodiesel,california,business_as_usual,population_shift,2030,4.54,$/gallon
biodiesel,north_east,business_as_usual,increase_maritime,2030,4.1,$/gallon
biodiesel,middle_atlantic,business_as_usual,increase_maritime,2030,4.16,$/gallon
biodiesel,south_east,business_as_usual,increase_maritime,2030,3.59,$/gallon
biodiesel,north_central,business_as_usual,increase_maritime,2030,3.78,$/gallon
biodiesel,central,business_as_usual,increase_maritime,2030,3.31,$/gallon
biodiesel,texas,business_as_usual,increase_maritime,2030,4.33,$/gallon
biodiesel,north_west,business_as_usual,increase_maritime,2030,3.83,$/gallon
biodiesel,south_west,business_as_usual,increase_maritime,2030,3.77,$/gallon
biodiesel,california,business_as_usual,increase_maritime,2030,3.35,$/gallon
biodiesel,north_east,50%_reduction_2050,business_as_usual,2030,4.02,$/gallon
biodiesel,middle_atlantic,50%_reduction_2050,business_as_usual,2030,3.2,$/gallon
biodiesel,south_east,50%_reduction_2050,business_as_usual,2030,3.77,$/gallon
biodiesel,north_central,50%_reduction_2050,business_as_usual,2030,3.29,$/gallon
biodiesel,central,50%_reduction_2050,business_as_usual,2030,3.13,$/gallon
biodiesel,texas,50%_reduction_2050,business_as_usual,2030,3.56,$/gallon
biodiesel,north_west,50%_reduction_2050,business_as_usual,2030,3.12,$/gallon
biodiesel,south_west,50%_reduction_2050,business_as_usual,2030,4,$/gallon
biodiesel,california,50%_reduction_2050,business_as_usual,2030,3.17,$/gallon
biodiesel,north_east,50%_reduction_2050,agricultual_production_shift,2030,4.09,$/gallon
biodiesel,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2030,3.52,$/gallon
biodiesel,south_east,50%_reduction_2050,agricultual_production_shift,2030,3.28,$/gallon
biodiesel,north_central,50%_reduction_2050,agricultual_production_shift,2030,3.88,$/gallon
biodiesel,central,50%_reduction_2050,agricultual_production_shift,2030,4.25,$/gallon
biodiesel,texas,50%_reduction_2050,agricultual_production_shift,2030,4.45,$/gallon
biodiesel,north_west,50%_reduction_2050,agricultual_production_shift,2030,3.59,$/gallon
biodiesel,south_west,50%_reduction_2050,agricultual_production_shift,2030,4.52,$/gallon
biodiesel,california,50%_reduction_2050,agricultual_production_shift,2030,4.15,$/gallon
biodiesel,north_east,50%_reduction_2050,decrease_agricultual_production,2030,4.24,$/gallon
biodiesel,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2030,4.01,$/gallon
biodiesel,south_east,50%_reduction_2050,decrease_agricultual_production,2030,4.52,$/gallon
biodiesel,north_central,50%_reduction_2050,decrease_agricultual_production,2030,4.5,$/gallon
biodiesel,central,50%_reduction_2050,decrease_agricultual_production,2030,3.62,$/gallon
biodiesel,texas,50%_reduction_2050,decrease_agricultual_production,2030,4.48,$/gallon
biodiesel,north_west,50%_reduction_2050,decrease_agricultual_production,2030,3.8,$/gallon
biodiesel,south_west,50%_reduction_2050,decrease_agricultual_production,2030,3.76,$/gallon
biodiesel,california,50%_reduction_2050,decrease_agricultual_production,2030,3.54,$/gallon
biodiesel,north_east,50%_reduction_2050,population_shift,2030,4.34,$/gallon
biodiesel,middle_atlantic,50%_reduction_2050,population_shift,2030,3.8,$/gallon
biodiesel,south_east,50%_reduction_2050,population_shift,2030,3.21,$/gallon
biodiesel,north_central,50%_reduction_2050,population_shift,2030,3.44,$/gallon
biodiesel,central,50%_reduction_2050,population_shift,2030,3.4,$/gallon
biodiesel,texas,50%_reduction_2050,population_shift,2030,3.24,$/gallon
biodiesel,north_west,50%_reduction_2050,population_shift,2030,3.38,$/gallon
biodiesel,south_west,50%_reduction_2050,population_shift,2030,3.37,$/gallon
biodiesel,california,50%_reduction_2050,population_shift,2030,4.3,$/gallon
biodiesel,north_east,50%_reduction_2050,increase_maritime,2030,3.53,$/gallon
biodiesel,middle_atlantic,50%_reduction_2050,increase_maritime,2030,4.14,$/gallon
biodiesel,south_east,50%_reduction_2050,increase_maritime,2030,3.16,$/gallon
biodiesel,north_central,50%_reduction_2050,increase_maritime,2030,3.66,$/gallon
biodiesel,central,50%_reduction_2050,increase_maritime,2030,4.06,$/gallon
biodiesel,texas,50%_reduction_2050,increase_maritime,2030,3.71,$/gallon
biodiesel,north_west,50%_reduction_2050,increase_maritime,2030,4.07,$/gallon
biodiesel,south_west,50%_reduction_2050,increase_maritime,2030,3.11,$/gallon
biodiesel,california,50%_reduction_2050,increase_maritime,2030,3.72,$/gallon
biodiesel,north_east,net_zero_2050,business_as_usual,2030,4.44,$/gallon
biodiesel,middle_atlantic,net_zero_2050,business_as_usual,2030,4.24,$/gallon
biodiesel,south_east,net_zero_2050,business_as_usual,2030,4.47,$/gallon
biodiesel,north_central,net_zero_2050,business_as_usual,2030,3.71,$/gallon
biodiesel,central,net_zero_2050,business_as_usual,2030,3.64,$/gallon
biodiesel,texas,net_zero_2050,business_as_usual,2030,4.2,$/gallon
biodiesel,north_west,net_zero_2050,business_as_usual,2030,3.79,$/gallon
biodiesel,south_west,net_zero_2050,business_as_usual,2030,4.35,$/gallon
biodiesel,california,net_zero_2050,business_as_usual,2030,3.91,$/gallon
biodiesel,north_east,net_zero_2050,agricultual_production_shift,2030,4.5,$/gallon
biodiesel,middle_atlantic,net_zero_2050,agricultual_production_shift,2030,3.2,$/gallon
biodiesel,south_east,net_zero_2050,agricultual_production_shift,2030,3.87,$/gallon
biodiesel,north_central,net_zero_2050,agricultual_production_shift,2030,4,$/gallon
biodiesel,central,net_zero_2050,agricultual_production_shift,2030,4.19,$/gallon
biodiesel,texas,net_zero_2050,agricultual_production_shift,2030,3.97,$/gallon
biodiesel,north_west,net_zero_2050,agricultual_production_shift,2030,3.38,$/gallon
biodiesel,south_west,net_zero_2050,agricultual_production_shift,2030,4.3,$/gallon
biodiesel,california,net_zero_2050,agricultual_production_shift,2030,3.82,$/gallon
biodiesel,north_east,net_zero_2050,decrease_agricultual_production,2030,3.37,$/gallon
biodiesel,middle_atlantic,net_zero_2050,decrease_agricultual_production,2030,3.92,$/gallon
biodiesel,south_east,net_zero_2050,decrease_agricultual_production,2030,4.08,$/gallon
biodiesel,north_central,net_zero_2050,decrease_agricultual_production,2030,3.06,$/gallon
biodiesel,central,net_zero_2050,decrease_agricultual_production,2030,3.5,$/gallon
biodiesel,texas,net_zero_2050,decrease_agricultual_production,2030,4.37,$/gallon
biodiesel,north_west,net_zero_2050,decrease_agricultual_production,2030,4.32,$/gallon
biodiesel,south_west,net_zero_2050,decrease_agricultual_production,2030,3.69,$/gallon
biodiesel,california,net_zero_2050,decrease_agricultual_production,2030,4.11,$/gallon
biodiesel,north_east,net_zero_2050,population_shift,2030,4.32,$/gallon
biodiesel,middle_atlantic,net_zero_2050,population_shift,2030,3.34,$/gallon
biodiesel,south_east,net_zero_2050,population_shift,2030,4.53,$/gallon
biodiesel,north_central,net_zero_2050,population_shift,2030,3.1,$/gallon
biodiesel,central,net_zero_2050,population_shift,2030,4.45,$/gallon
biodiesel,texas,net_zero_2050,population_shift,2030,4.4,$/gallon
biodiesel,north_west,net_zero_2050,population_shift,2030,3.82,$/gallon
biodiesel,south_west,net_zero_2050,population_shift,2030,4.29,$/gallon
biodiesel,california,net_zero_2050,population_shift,2030,3.18,$/gallon
biodiesel,north_east,net_zero_2050,increase_maritime,2030,3.84,$/gallon
biodiesel,middle_atlantic,net_zero_2050,increase_maritime,2030,3.08,$/gallon
biodiesel,south_east,net_zero_2050,increase_maritime,2030,3.04,$/gallon
biodiesel,north_central,net_zero_2050,increase_maritime,2030,4.15,$/gallon
biodiesel,central,net_zero_2050,increase_maritime,2030,3.12,$/gallon
biodiesel,texas,net_zero_2050,increase_maritime,2030,3.35,$/gallon
biodiesel,north_west,net_zero_2050,increase_maritime,2030,4.16,$/gallon
biodiesel,south_west,net_zero_2050,increase_maritime,2030,3.27,$/gallon
biodiesel,california,net_zero_2050,increase_maritime,2030,4.02,$/gallon
hydrogen,north_east,business_as_usual,business_as_usual,2030,14.7,$/kgH2
hydrogen,middle_atlantic,business_as_usual,business_as_usual,2030,15.8,$/kgH2
hydrogen,south_east,business_as_usual,business_as_usual,2030,19.8,$/kgH2
hydrogen,north_central,business_as_usual,business_as_usual,2030,14.3,$/kgH2
hydrogen,central,business_as_usual,business_as_usual,2030,13.2,$/kgH2
hydrogen,texas,business_as_usual,business_as_usual,2030,16.1,$/kgH2
hydrogen,north_west,business_as_usual,business_as_usual,2030,19.4,$/kgH2
hydrogen,south_west,business_as_usual,business_as_usual,2030,14.7,$/kgH2
hydrogen,california,business_as_usual,business_as_usual,2030,15.6,$/kgH2
hydrogen,north_east,business_as_usual,agricultual_production_shift,2030,15,$/kgH2
hydrogen,middle_atlantic,business_as_usual,agricultual_production_shift,2030,17,$/kgH2
hydrogen,south_east,business_as_usual,agricultual_production_shift,2030,14.5,$/kgH2
hydrogen,north_central,business_as_usual,agricultual_production_shift,2030,15,$/kgH2
hydrogen,central,business_as_usual,agricultual_production_shift,2030,19.4,$/kgH2
hydrogen,texas,business_as_usual,agricultual_production_shift,2030,17.7,$/kgH2
hydrogen,north_west,business_as_usual,agricultual_production_shift,2030,17.9,$/kgH2
hydrogen,south_west,business_as_usual,agricultual_production_shift,2030,17.7,$/kgH2
hydrogen,california,business_as_usual,agricultual_production_shift,2030,14.7,$/kgH2
hydrogen,north_east,business_as_usual,decrease_agricultual_production,2030,16.7,$/kgH2
hydrogen,middle_atlantic,business_as_usual,decrease_agricultual_production,2030,16,$/kgH2
hydrogen,south_east,business_as_usual,decrease_agricultual_production,2030,15.9,$/kgH2
hydrogen,north_central,business_as_usual,decrease_agricultual_production,2030,16.7,$/kgH2
hydrogen,central,business_as_usual,decrease_agricultual_production,2030,17.7,$/kgH2
hydrogen,texas,business_as_usual,decrease_agricultual_production,2030,15.8,$/kgH2
hydrogen,north_west,business_as_usual,decrease_agricultual_production,2030,16,$/kgH2
hydrogen,south_west,business_as_usual,decrease_agricultual_production,2030,16.7,$/kgH2
hydrogen,california,business_as_usual,decrease_agricultual_production,2030,17.5,$/kgH2
hydrogen,north_east,business_as_usual,population_shift,2030,19.1,$/kgH2
hydrogen,middle_atlantic,business_as_usual,population_shift,2030,19.2,$/kgH2
hydrogen,south_east,business_as_usual,population_shift,2030,18.3,$/kgH2
hydrogen,north_central,business_as_usual,population_shift,2030,19,$/kgH2
hydrogen,central,business_as_usual,population_shift,2030,16,$/kgH2
hydrogen,texas,business_as_usual,population_shift,2030,15.1,$/kgH2
hydrogen,north_west,business_as_usual,population_shift,2030,15.8,$/kgH2
hydrogen,south_west,business_as_usual,population_shift,2030,15.8,$/kgH2
hydrogen,california,business_as_usual,population_shift,2030,15.3,$/kgH2
hydrogen,north_east,business_as_usual,increase_maritime,2030,16.7,$/kgH2
hydrogen,middle_atlantic,business_as_usual,increase_maritime,2030,15.3,$/kgH2
hydrogen,south_east,business_as_usual,increase_maritime,2030,15,$/kgH2
hydrogen,north_central,business_as_usual,increase_maritime,2030,14.8,$/kgH2
hydrogen,central,business_as_usual,increase_maritime,2030,17.7,$/kgH2
hydrogen,texas,business_as_usual,increase_maritime,2030,15.5,$/kgH2
hydrogen,north_west,business_as_usual,increase_maritime,2030,17.5,$/kgH2
hydrogen,south_west,business_as_usual,increase_maritime,2030,14.9,$/kgH2
hydrogen,california,business_as_usual,increase_maritime,2030,16,$/kgH2
hydrogen,north_east,50%_reduction_2050,business_as_usual,2030,14.9,$/kgH2
hydrogen,middle_atlantic,50%_reduction_2050,business_as_usual,2030,13.4,$/kgH2
hydrogen,south_east,50%_reduction_2050,business_as_usual,2030,16.7,$/kgH2
hydrogen,north_central,50%_reduction_2050,business_as_usual,2030,16.8,$/kgH2
hydrogen,central,50%_reduction_2050,business_as_usual,2030,14.6,$/kgH2
hydrogen,texas,50%_reduction_2050,business_as_usual,2030,18,$/kgH2
hydrogen,north_west,50%_reduction_2050,business_as_usual,2030,19.1,$/kgH2
hydrogen,south_west,50%_reduction_2050,business_as_usual,2030,19.1,$/kgH2
hydrogen,california,50%_reduction_2050,business_as_usual,2030,13.5,$/kgH2
hydrogen,north_east,50%_reduction_2050,agricultual_production_shift,2030,15.1,$/kgH2
hydrogen,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2030,18.5,$/kgH2
hydrogen,south_east,50%_reduction_2050,agricultual_production_shift,2030,17.1,$/kgH2
hydrogen,north_central,50%_reduction_2050,agricultual_production_shift,2030,14.3,$/kgH2
hydrogen,central,50%_reduction_2050,agricultual_production_shift,2030,13.7,$/kgH2
hydrogen,texas,50%_reduction_2050,agricultual_production_shift,2030,16.9,$/kgH2
hydrogen,north_west,50%_reduction_2050,agricultual_production_shift,2030,19.5,$/kgH2
hydrogen,south_west,50%_reduction_2050,agricultual_production_shift,2030,13.4,$/kgH2
hydrogen,california,50%_reduction_2050,agricultual_production_shift,2030,16.6,$/kgH2
hydrogen,north_east,50%_reduction_2050,decrease_agricultual_production,2030,16.2,$/kgH2
hydrogen,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2030,14.1,$/kgH2
hydrogen,south_east,50%_reduction_2050,decrease_agricultual_production,2030,16.3,$/kgH2
hydrogen,north_central,50%_reduction_2050,decrease_agricultual_production,2030,16.1,$/kgH2
hydrogen,central,50%_reduction_2050,decrease_agricultual_production,2030,14.3,$/kgH2
hydrogen,texas,50%_reduction_2050,decrease_agricultual_production,2030,17.8,$/kgH2
hydrogen,north_west,50%_reduction_2050,decrease_agricultual_production,2030,19.3,$/kgH2
hydrogen,south_west,50%_reduction_2050,decrease_agricultual_production,2030,13.8,$/kgH2
hydrogen,california,50%_reduction_2050,decrease_agricultual_production,2030,19.2,$/kgH2
hydrogen,north_east,50%_reduction_2050,population_shift,2030,19.2,$/kgH2
hydrogen,middle_atlantic,50%_reduction_2050,population_shift,2030,15.4,$/kgH2
hydrogen,south_east,50%_reduction_2050,population_shift,2030,19,$/kgH2
hydrogen,north_central,50%_reduction_2050,population_shift,2030,18,$/kgH2
hydrogen,central,50%_reduction_2050,population_shift,2030,17.7,$/kgH2
hydrogen,texas,50%_reduction_2050,population_shift,2030,17.3,$/kgH2
hydrogen,north_west,50%_reduction_2050,population_shift,2030,19.4,$/kgH2
hydrogen,south_west,50%_reduction_2050,population_shift,2030,14.9,$/kgH2
hydrogen,california,50%_reduction_2050,population_shift,2030,18.8,$/kgH2
hydrogen,north_east,50%_reduction_2050,increase_maritime,2030,13.9,$/kgH2
hydrogen,middle_atlantic,50%_reduction_2050,increase_maritime,2030,16.4,$/kgH2
hydrogen,south_east,50%_reduction_2050,increase_maritime,2030,13.7,$/kgH2
hydrogen,north_central,50%_reduction_2050,increase_maritime,2030,17.6,$/kgH2
hydrogen,central,50%_reduction_2050,increase_maritime,2030,16.6,$/kgH2
hydrogen,texas,50%_reduction_2050,increase_maritime,2030,14,$/kgH2
hydrogen,north_west,50%_reduction_2050,increase_maritime,2030,19.3,$/kgH2
hydrogen,south_west,50%_reduction_2050,increase_maritime,2030,16.4,$/kgH2
hydrogen,california,50%_reduction_2050,increase_maritime,2030,19,$/kgH2
hydrogen,north_east,net_zero_2050,business_as_usual,2030,15.5,$/kgH2
hydrogen,middle_atlantic,net_zero_2050,business_as_usual,2030,19,$/kgH2
hydrogen,south_east,net_zero_2050,business_as_usual,2030,16.8,$/kgH2
hydrogen,north_central,net_zero_2050,business_as_usual,2030,15.6,$/kgH2
hydrogen,central,net_zero_2050,business_as_usual,2030,13.6,$/kgH2
hydrogen,texas,net_zero_2050,business_as_usual,2030,15.7,$/kgH2
hydrogen,north_west,net_zero_2050,business_as_usual,2030,18,$/kgH2
hydrogen,south_west,net_zero_2050,business_as_usual,2030,17.5,$/kgH2
hydrogen,california,net_zero_2050,business_as_usual,2030,16.8,$/kgH2
hydrogen,north_east,net_zero_2050,agricultual_production_shift,2030,15.5,$/kgH2
hydrogen,middle_atlantic,net_zero_2050,agricultual_production_shift,2030,15.3,$/kgH2
hydrogen,south_east,net_zero_2050,agricultual_production_shift,2030,19.1,$/kgH2
hydrogen,north_central,net_zero_2050,agricultual_production_shift,2030,14.6,$/kgH2
hydrogen,central,net_zero_2050,agricultual_production_shift,2030,17.6,$/kgH2
hydrogen,texas,net_zero_2050,agricultual_production_shift,2030,15.2,$/kgH2
hydrogen,north_west,net_zero_2050,agricultual_production_shift,2030,18.3,$/kgH2
hydrogen,south_west,net_zero_2050,agricultual_production_shift,2030,13.5,$/kgH2
hydrogen,california,net_zero_2050,agricultual_production_shift,2030,15.8,$/kgH2
hydrogen,north_east,net_zero_2050,decrease_agricultual_production,2030,17.4,$/kgH2
hydrogen,middle_atlantic,net_zero_2050,decrease_agricultual_production,2030,19.2,$/kgH2
hydrogen,south_east,net_zero_2050,decrease_agricultual_production,2030,18.9,$/kgH2
hydrogen,north_central,net_zero_2050,decrease_agricultual_production,2030,19.6,$/kgH2
hydrogen,central,net_zero_2050,decrease_agricultual_production,2030,15.2,$/kgH2
hydrogen,texas,net_zero_2050,decrease_agricultual_production,2030,17.5,$/kgH2
hydrogen,north_west,net_zero_2050,decrease_agricultual_production,2030,16.2,$/kgH2
hydrogen,south_west,net_zero_2050,decrease_agricultual_production,2030,16.4,$/kgH2
hydrogen,california,net_zero_2050,decrease_agricultual_production,2030,14.9,$/kgH2
hydrogen,north_east,net_zero_2050,population_shift,2030,14.4,$/kgH2
hydrogen,middle_atlantic,net_zero_2050,population_shift,2030,15.1,$/kgH2
hydrogen,south_east,net_zero_2050,population_shift,2030,17.9,$/kgH2
hydrogen,north_central,net_zero_2050,population_shift,2030,14.8,$/kgH2
hydrogen,central,net_zero_2050,population_shift,2030,19.4,$/kgH2
hydrogen,texas,net_zero_2050,population_shift,2030,13.7,$/kgH2
hydrogen,north_west,net_zero_2050,population_shift,2030,17.1,$/kgH2
hydrogen,south_west,net_zero_2050,population_shift,2030,15.8,$/kgH2
hydrogen,california,net_zero_2050,population_shift,2030,16.2,$/kgH2
hydrogen,north_east,net_zero_2050,increase_maritime,2030,16.2,$/kgH2
hydrogen,middle_atlantic,net_zero_2050,increase_maritime,2030,18.9,$/kgH2
hydrogen,south_east,net_zero_2050,increase_maritime,2030,16.9,$/kgH2
hydrogen,north_central,net_zero_2050,increase_maritime,2030,16.8,$/kgH2
hydrogen,central,net_zero_2050,increase_maritime,2030,18.3,$/kgH2
hydrogen,texas,net_zero_2050,increase_maritime,2030,16.6,$/kgH2
hydrogen,north_west,net_zero_2050,increase_maritime,2030,17.6,$/kgH2
hydrogen,south_west,net_zero_2050,increase_maritime,2030,15.2,$/kgH2
hydrogen,california,net_zero_2050,increase_maritime,2030,15.8,$/kgH2
battery,north_east,business_as_usual,business_as_usual,2030,0.271337677,$/kWh
battery,middle_atlantic,business_as_usual,business_as_usual,2030,0.211473178,$/kWh
battery,south_east,business_as_usual,business_as_usual,2030,0.172597934,$/kWh
battery,north_central,business_as_usual,business_as_usual,2030,0.325013293,$/kWh
battery,central,business_as_usual,business_as_usual,2030,0.437316392,$/kWh
battery,texas,business_as_usual,business_as_usual,2030,0.179908452,$/kWh
battery,north_west,business_as_usual,business_as_usual,2030,0.269537218,$/kWh
battery,south_west,business_as_usual,business_as_usual,2030,0.333042659,$/kWh
battery,california,business_as_usual,business_as_usual,2030,0.176209733,$/kWh
battery,north_east,business_as_usual,agricultual_production_shift,2030,0.271337677,$/kWh
battery,middle_atlantic,business_as_usual,agricultual_production_shift,2030,0.211473178,$/kWh
battery,south_east,business_as_usual,agricultual_production_shift,2030,0.172597934,$/kWh
battery,north_central,business_as_usual,agricultual_production_shift,2030,0.325013293,$/kWh
battery,central,business_as_usual,agricultual_production_shift,2030,0.437316392,$/kWh
battery,texas,business_as_usual,agricultual_production_shift,2030,0.179908452,$/kWh
battery,north_west,business_as_usual,agricultual_production_shift,2030,0.269537218,$/kWh
battery,south_west,business_as_usual,agricultual_production_shift,2030,0.333042659,$/kWh
battery,california,business_as_usual,agricultual_production_shift,2030,0.176209733,$/kWh
battery,north_east,business_as_usual,decrease_agricultual_production,2030,0.271337677,$/kWh
battery,middle_atlantic,business_as_usual,decrease_agricultual_production,2030,0.211473178,$/kWh
battery,south_east,business_as_usual,decrease_agricultual_production,2030,0.172597934,$/kWh
battery,north_central,business_as_usual,decrease_agricultual_production,2030,0.325013293,$/kWh
battery,central,business_as_usual,decrease_agricultual_production,2030,0.437316392,$/kWh
battery,texas,business_as_usual,decrease_agricultual_production,2030,0.179908452,$/kWh
battery,north_west,business_as_usual,decrease_agricultual_production,2030,0.269537218,$/kWh
battery,south_west,business_as_usual,decrease_agricultual_production,2030,0.333042659,$/kWh
battery,california,business_as_usual,decrease_agricultual_production,2030,0.176209733,$/kWh
battery,north_east,business_as_usual,population_shift,2030,0.271337677,$/kWh
battery,middle_atlantic,business_as_usual,population_shift,2030,0.211473178,$/kWh
battery,south_east,business_as_usual,population_shift,2030,0.172597934,$/kWh
battery,north_central,business_as_usual,population_shift,2030,0.325013293,$/kWh
battery,central,business_as_usual,population_shift,2030,0.437316392,$/kWh
battery,texas,business_as_usual,population_shift,2030,0.179908452,$/kWh
battery,north_west,business_as_usual,population_shift,2030,0.269537218,$/kWh
battery,south_west,business_as_usual,population_shift,2030,0.333042659,$/kWh
battery,california,business_as_usual,population_shift,2030,0.176209733,$/kWh
battery,north_east,business_as_usual,increase_maritime,2030,0.271337677,$/kWh
battery,middle_atlantic,business_as_usual,increase_maritime,2030,0.211473178,$/kWh
battery,south_east,business_as_usual,increase_maritime,2030,0.172597934,$/kWh
battery,north_central,business_as_usual,increase_maritime,2030,0.325013293,$/kWh
battery,central,business_as_usual,increase_maritime,2030,0.437316392,$/kWh
battery,texas,business_as_usual,increase_maritime,2030,0.179908452,$/kWh
battery,north_west,business_as_usual,increase_maritime,2030,0.269537218,$/kWh
battery,south_west,business_as_usual,increase_maritime,2030,0.333042659,$/kWh
battery,california,business_as_usual,increase_maritime,2030,0.176209733,$/kWh
battery,north_east,50%_reduction_2050,business_as_usual,2030,0.271337677,$/kWh
battery,middle_atlantic,50%_reduction_2050,business_as_usual,2030,0.211473178,$/kWh
battery,south_east,50%_reduction_2050,business_as_usual,2030,0.172597934,$/kWh
battery,north_central,50%_reduction_2050,business_as_usual,2030,0.325013293,$/kWh
battery,central,50%_reduction_2050,business_as_usual,2030,0.437316392,$/kWh
battery,texas,50%_reduction_2050,business_as_usual,2030,0.179908452,$/kWh
battery,north_west,50%_reduction_2050,business_as_usual,2030,0.269537218,$/kWh
battery,south_west,50%_reduction_2050,business_as_usual,2030,0.333042659,$/kWh
battery,california,50%_reduction_2050,business_as_usual,2030,0.176209733,$/kWh
battery,north_east,50%_reduction_2050,agricultual_production_shift,2030,0.271337677,$/kWh
battery,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2030,0.211473178,$/kWh
battery,south_east,50%_reduction_2050,agricultual_production_shift,2030,0.172597934,$/kWh
battery,north_central,50%_reduction_2050,agricultual_production_shift,2030,0.325013293,$/kWh
battery,central,50%_reduction_2050,agricultual_production_shift,2030,0.437316392,$/kWh
battery,texas,50%_reduction_2050,agricultual_production_shift,2030,0.179908452,$/kWh
battery,north_west,50%_reduction_2050,agricultual_production_shift,2030,0.269537218,$/kWh
battery,south_west,50%_reduction_2050,agricultual_production_shift,2030,0.333042659,$/kWh
battery,california,50%_reduction_2050,agricultual_production_shift,2030,0.176209733,$/kWh
battery,north_east,50%_reduction_2050,decrease_agricultual_production,2030,0.271337677,$/kWh
battery,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2030,0.211473178,$/kWh
battery,south_east,50%_reduction_2050,decrease_agricultual_production,2030,0.172597934,$/kWh
battery,north_central,50%_reduction_2050,decrease_agricultual_production,2030,0.325013293,$/kWh
battery,central,50%_reduction_2050,decrease_agricultual_production,2030,0.437316392,$/kWh
battery,texas,50%_reduction_2050,decrease_agricultual_production,2030,0.179908452,$/kWh
battery,north_west,50%_reduction_2050,decrease_agricultual_production,2030,0.269537218,$/kWh
battery,south_west,50%_reduction_2050,decrease_agricultual_production,2030,0.333042659,$/kWh
battery,california,50%_reduction_2050,decrease_agricultual_production,2030,0.176209733,$/kWh
battery,north_east,50%_reduction_2050,population_shift,2030,0.271337677,$/kWh
battery,middle_atlantic,50%_reduction_2050,population_shift,2030,0.211473178,$/kWh
battery,south_east,50%_reduction_2050,population_shift,2030,0.172597934,$/kWh
battery,north_central,50%_reduction_2050,population_shift,2030,0.325013293,$/kWh
battery,central,50%_reduction_2050,population_shift,2030,0.437316392,$/kWh
battery,texas,50%_reduction_2050,population_shift,2030,0.179908452,$/kWh
battery,north_west,50%_reduction_2050,population_shift,2030,0.269537218,$/kWh
battery,south_west,50%_reduction_2050,population_shift,2030,0.333042659,$/kWh
