technology,region,energy_system_scenario,freight_demand_scenario,year,energy_consumption,energy_unit,upstream_CO2_emission_factor,downstream_CO2_emission_factor,CO2_emission_factor_unit,upstream_CH4_emission_factor,downstream_CH4_emission_factor,CH4_emission_factor_unit
battery,california,net_zero_2050,decrease_agricultual_production,2030,12945714440,kWh,0.309,0,kgCO2/kWh,0.00063344,0,kgCH4/kWh
battery,north_east,net_zero_2050,population_shift,2030,12676725520,kWh,0.4215,0,kgCO2/kWh,0.00066235,0,kgCH4/kWh
battery,middle_atlantic,net_zero_2050,population_shift,2030,13847489607,kWh,0.2977,0,kgCO2/kWh,0.00087271,0,kgCH4/kWh
battery,south_east,net_zero_2050,population_shift,2030,14988914036,kWh,0.3489,0,kgCO2/kWh,0.0006562,0,kgCH4/kWh
battery,north_central,net_zero_2050,population_shift,2030,13143271922,kWh,0.309,0,kgCO2/kWh,0.00068716,0,kgCH4/kWh
battery,central,net_zero_2050,population_shift,2030,14497284792,kWh,0.3735,0,kgCO2/kWh,0.00064698,0,kgCH4/kWh
battery,texas,net_zero_2050,population_shift,2030,15942037960,kWh,0.3266,0,kgCO2/kWh,0.00064216,0,kgCH4/kWh
battery,north_west,net_zero_2050,population_shift,2030,16673643299,kWh,0.3221,0,kgCO2/kWh,0.00088755,0,kgCH4/kWh
battery,south_west,net_zero_2050,population_shift,2030,15196316871,kWh,0.4213,0,kgCO2/kWh,0.00073571,0,kgCH4/kWh
battery,california,net_zero_2050,population_shift,2030,17169083425,kWh,0.3134,0,kgCO2/kWh,0.00079851,0,kgCH4/kWh
battery,north_east,net_zero_2050,increase_maritime,2030,16791443146,kWh,0.3049,0,kgCO2/kWh,0.00091892,0,kgCH4/kWh
battery,middle_atlantic,net_zero_2050,increase_maritime,2030,15700026020,kWh,0.4262,0,kgCO2/kWh,0.00073731,0,kgCH4/kWh
battery,south_east,net_zero_2050,increase_maritime,2030,11526307255,kWh,0.3875,0,kgCO2/kWh,0.00083575,0,kgCH4/kWh
battery,north_central,net_zero_2050,increase_maritime,2030,14860178375,kWh,0.3336,0,kgCO2/kWh,0.00086509,0,kgCH4/kWh
battery,central,net_zero_2050,increase_maritime,2030,12080239516,kWh,0.2964,0,kgCO2/kWh,0.00063857,0,kgCH4/kWh
battery,texas,net_zero_2050,increase_maritime,2030,14995996331,kWh,0.369,0,kgCO2/kWh,0.00089769,0,kgCH4/kWh
battery,north_west,net_zero_2050,increase_maritime,2030,11573913871,kWh,0.4237,0,kgCO2/kWh,0.00090991,0,kgCH4/kWh
battery,south_west,net_zero_2050,increase_maritime,2030,17261634067,kWh,0.4167,0,kgCO2/kWh,0.00071121,0,kgCH4/kWh
battery,california,net_zero_2050,increase_maritime,2030,12730414010,kWh,0.3584,0,kgCO2/kWh,0.000721,0,kgCH4/kWh
catenary,north_east,business_as_usual,business_as_usual,2030,13275818627,kWh,0.3197,0,kgCO2/kWh,0.00083672,0,kgCH4/kWh
catenary,middle_atlantic,business_as_usual,business_as_usual,2030,12915770194,kWh,0.4132,0,kgCO2/kWh,0.00078948,0,kgCH4/kWh
catenary,south_east,business_as_usual,business_as_usual,2030,13562926816,kWh,0.3961,0,kgCO2/kWh,0.00068595,0,kgCH4/kWh
catenary,north_central,business_as_usual,business_as_usual,2030,11782149253,kWh,0.3887,0,kgCO2/kWh,0.00079045,0,kgCH4/kWh
catenary,central,business_as_usual,business_as_usual,2030,13962545794,kWh,0.337,0,kgCO2/kWh,0.00083775,0,kgCH4/kWh
catenary,texas,business_as_usual,business_as_usual,2030,16768544619,kWh,0.3708,0,kgCO2/kWh,0.00085871,0,kgCH4/kWh
catenary,north_west,business_as_usual,business_as_usual,2030,17166509149,kWh,0.3765,0,kgCO2/kWh,0.00066375,0,kgCH4/kWh
catenary,south_west,business_as_usual,business_as_usual,2030,15360213080,kWh,0.3233,0,kgCO2/kWh,0.00076453,0,kgCH4/kWh
catenary,california,business_as_usual,business_as_usual,2030,14218368751,kWh,0.375,0,kgCO2/kWh,0.00066462,0,kgCH4/kWh
catenary,north_east,business_as_usual,agricultual_production_shift,2030,15170235244,kWh,0.385,0,kgCO2/kWh,0.00071051,0,kgCH4/kWh
catenary,middle_atlantic,business_as_usual,agricultual_production_shift,2030,12949941353,kWh,0.3844,0,kgCO2/kWh,0.00089696,0,kgCH4/kWh
catenary,south_east,business_as_usual,agricultual_production_shift,2030,13020425015,kWh,0.3438,0,kgCO2/kWh,0.00072556,0,kgCH4/kWh
catenary,north_central,business_as_usual,agricultual_production_shift,2030,13704381395,kWh,0.4004,0,kgCO2/kWh,0.00080657,0,kgCH4/kWh
catenary,central,business_as_usual,agricultual_production_shift,2030,16042981615,kWh,0.3335,0,kgCO2/kWh,0.00071831,0,kgCH4/kWh
catenary,texas,business_as_usual,agricultual_production_shift,2030,14221237577,kWh,0.4276,0,kgCO2/kWh,0.00065698,0,kgCH4/kWh
catenary,north_west,business_as_usual,agricultual_production_shift,2030,15316665626,kWh,0.3575,0,kgCO2/kWh,0.0006518,0,kgCH4/kWh
catenary,south_west,business_as_usual,agricultual_production_shift,2030,16980591163,kWh,0.3918,0,kgCO2/kWh,0.00075418,0,kgCH4/kWh
catenary,california,business_as_usual,agricultual_production_shift,2030,15867337431,kWh,0.3372,0,kgCO2/kWh,0.00074941,0,kgCH4/kWh
catenary,north_east,business_as_usual,decrease_agricultual_production,2030,16470011514,kWh,0.3508,0,kgCO2/kWh,0.00087733,0,kgCH4/kWh
catenary,middle_atlantic,business_as_usual,decrease_agricultual_production,2030,15293636631,kWh,0.389,0,kgCO2/kWh,0.00088223,0,kgCH4/kWh
catenary,south_east,business_as_usual,decrease_agricultual_production,2030,14704362401,kWh,0.3133,0,kgCO2/kWh,0.0007237,0,kgCH4/kWh
catenary,north_central,business_as_usual,decrease_agricultual_production,2030,16912945768,kWh,0.3133,0,kgCO2/kWh,0.00083992,0,kgCH4/kWh
catenary,central,business_as_usual,decrease_agricultual_production,2030,16395320978,kWh,0.2978,0,kgCO2/kWh,0.00089488,0,kgCH4/kWh
catenary,texas,business_as_usual,decrease_agricultual_production,2030,14540697463,kWh,0.4112,0,kgCO2/kWh,0.00067761,0,kgCH4/kWh
catenary,north_west,business_as_usual,decrease_agricultual_production,2030,15752286179,kWh,0.3433,0,kgCO2/kWh,0.00094486,0,kgCH4/kWh
catenary,south_west,business_as_usual,decrease_agricultual_production,2030,14870519518,kWh,0.4073,0,kgCO2/kWh,0.0008021,0,kgCH4/kWh
catenary,california,business_as_usual,decrease_agricultual_production,2030,17201658564,kWh,0.3296,0,kgCO2/kWh,0.00093475,0,kgCH4/kWh
catenary,north_east,business_as_usual,population_shift,2030,14591246616,kWh,0.3607,0,kgCO2/kWh,0.0008586,0,kgCH4/kWh
catenary,middle_atlantic,business_as_usual,population_shift,2030,13180848994,kWh,0.3238,0,kgCO2/kWh,0.00090126,0,kgCH4/kWh
catenary,south_east,business_as_usual,population_shift,2030,12268784352,kWh,0.3576,0,kgCO2/kWh,0.00092435,0,kgCH4/kWh
catenary,north_central,business_as_usual,population_shift,2030,15951012288,kWh,0.4327,0,kgCO2/kWh,0.00069145,0,kgCH4/kWh
catenary,central,business_as_usual,population_shift,2030,13334336188,kWh,0.2991,0,kgCO2/kWh,0.00079762,0,kgCH4/kWh
catenary,texas,business_as_usual,population_shift,2030,13218833721,kWh,0.2935,0,kgCO2/kWh,0.00092448,0,kgCH4/kWh
catenary,north_west,business_as_usual,population_shift,2030,13722331673,kWh,0.3834,0,kgCO2/kWh,0.00072279,0,kgCH4/kWh
catenary,south_west,business_as_usual,population_shift,2030,12777817304,kWh,0.3548,0,kgCO2/kWh,0.00081757,0,kgCH4/kWh
catenary,california,business_as_usual,population_shift,2030,14313658384,kWh,0.3342,0,kgCO2/kWh,0.00093792,0,kgCH4/kWh
catenary,north_east,business_as_usual,increase_maritime,2030,14647609026,kWh,0.4219,0,kgCO2/kWh,0.00074494,0,kgCH4/kWh
catenary,middle_atlantic,business_as_usual,increase_maritime,2030,15017724919,kWh,0.3621,0,kgCO2/kWh,0.00076916,0,kgCH4/kWh
catenary,south_east,business_as_usual,increase_maritime,2030,12583160668,kWh,0.2997,0,kgCO2/kWh,0.00089537,0,kgCH4/kWh
catenary,north_central,business_as_usual,increase_maritime,2030,12259537344,kWh,0.3829,0,kgCO2/kWh,0.00092019,0,kgCH4/kWh
catenary,central,business_as_usual,increase_maritime,2030,15705216580,kWh,0.3688,0,kgCO2/kWh,0.00088898,0,kgCH4/kWh
catenary,texas,business_as_usual,increase_maritime,2030,14874794214,kWh,0.4069,0,kgCO2/kWh,0.00087816,0,kgCH4/kWh
catenary,north_west,business_as_usual,increase_maritime,2030,15894942680,kWh,0.2921,0,kgCO2/kWh,0.00091047,0,kgCH4/kWh
catenary,south_west,business_as_usual,increase_maritime,2030,13960824469,kWh,0.3337,0,kgCO2/kWh,0.0007096,0,kgCH4/kWh
catenary,california,business_as_usual,increase_maritime,2030,13216896332,kWh,0.37,0,kgCO2/kWh,0.00067205,0,kgCH4/kWh
catenary,north_east,50%_reduction_2050,business_as_usual,2030,17235411836,kWh,0.4245,0,kgCO2/kWh,0.00094227,0,kgCH4/kWh
catenary,middle_atlantic,50%_reduction_2050,business_as_usual,2030,13735003092,kWh,0.4238,0,kgCO2/kWh,0.00082003,0,kgCH4/kWh
catenary,south_east,50%_reduction_2050,business_as_usual,2030,15023423413,kWh,0.3005,0,kgCO2/kWh,0.00092557,0,kgCH4/kWh
catenary,north_central,50%_reduction_2050,business_as_usual,2030,16057615674,kWh,0.4153,0,kgCO2/kWh,0.00064202,0,kgCH4/kWh
catenary,central,50%_reduction_2050,business_as_usual,2030,16270063929,kWh,0.3139,0,kgCO2/kWh,0.00065182,0,kgCH4/kWh
catenary,texas,50%_reduction_2050,business_as_usual,2030,12113762260,kWh,0.379,0,kgCO2/kWh,0.00086592,0,kgCH4/kWh
catenary,north_west,50%_reduction_2050,business_as_usual,2030,16195786941,kWh,0.3318,0,kgCO2/kWh,0.00079374,0,kgCH4/kWh
catenary,south_west,50%_reduction_2050,business_as_usual,2030,12837012364,kWh,0.2938,0,kgCO2/kWh,0.00090581,0,kgCH4/kWh
catenary,california,50%_reduction_2050,business_as_usual,2030,13196302076,kWh,0.3262,0,kgCO2/kWh,0.00091314,0,kgCH4/kWh
catenary,north_east,50%_reduction_2050,agricultual_production_shift,2030,11581780680,kWh,0.3729,0,kgCO2/kWh,0.0007389,0,kgCH4/kWh
catenary,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2030,17238710378,kWh,0.4045,0,kgCO2/kWh,0.00066397,0,kgCH4/kWh
catenary,south_east,50%_reduction_2050,agricultual_production_shift,2030,14026082048,kWh,0.3839,0,kgCO2/kWh,0.0007295,0,kgCH4/kWh
catenary,north_central,50%_reduction_2050,agricultual_production_shift,2030,15690230487,kWh,0.351,0,kgCO2/kWh,0.00090822,0,kgCH4/kWh
catenary,central,50%_reduction_2050,agricultual_production_shift,2030,15085037510,kWh,0.308,0,kgCO2/kWh,0.00079531,0,kgCH4/kWh
catenary,texas,50%_reduction_2050,agricultual_production_shift,2030,16473149584,kWh,0.3235,0,kgCO2/kWh,0.00075787,0,kgCH4/kWh
catenary,north_west,50%_reduction_2050,agricultual_production_shift,2030,15993486785,kWh,0.3956,0,kgCO2/kWh,0.00088946,0,kgCH4/kWh
catenary,south_west,50%_reduction_2050,agricultual_production_shift,2030,12243952141,kWh,0.4072,0,kgCO2/kWh,0.0006572,0,kgCH4/kWh
catenary,california,50%_reduction_2050,agricultual_production_shift,2030,13750638458,kWh,0.4223,0,kgCO2/kWh,0.00092104,0,kgCH4/kWh
catenary,north_east,50%_reduction_2050,decrease_agricultual_production,2030,11898005753,kWh,0.3052,0,kgCO2/kWh,0.00079904,0,kgCH4/kWh
catenary,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2030,14443318230,kWh,0.3731,0,kgCO2/kWh,0.00092391,0,kgCH4/kWh
catenary,south_east,50%_reduction_2050,decrease_agricultual_production,2030,12916445036,kWh,0.4104,0,kgCO2/kWh,0.0008043,0,kgCH4/kWh
catenary,north_central,50%_reduction_2050,decrease_agricultual_production,2030,16989747709,kWh,0.4241,0,kgCO2/kWh,0.00084443,0,kgCH4/kWh
catenary,central,50%_reduction_2050,decrease_agricultual_production,2030,16975901656,kWh,0.2959,0,kgCO2/kWh,0.00083013,0,kgCH4/kWh
catenary,texas,50%_reduction_2050,decrease_agricultual_production,2030,13533316277,kWh,0.3199,0,kgCO2/kWh,0.00085921,0,kgCH4/kWh
catenary,north_west,50%_reduction_2050,decrease_agricultual_production,2030,14638504999,kWh,0.3752,0,kgCO2/kWh,0.000784,0,kgCH4/kWh
catenary,south_west,50%_reduction_2050,decrease_agricultual_production,2030,14749296665,kWh,0.4306,0,kgCO2/kWh,0.00086625,0,kgCH4/kWh
catenary,california,50%_reduction_2050,decrease_agricultual_production,2030,13981318793,kWh,0.3158,0,kgCO2/kWh,0.00067143,0,kgCH4/kWh
catenary,north_east,50%_reduction_2050,population_shift,2030,13580726607,kWh,0.4234,0,kgCO2/kWh,0.00082004,0,kgCH4/kWh
catenary,middle_atlantic,50%_reduction_2050,population_shift,2030,14608344597,kWh,0.3986,0,kgCO2/kWh,0.0007123,0,kgCH4/kWh
catenary,south_east,50%_reduction_2050,population_shift,2030,12574363000,kWh,0.3776,0,kgCO2/kWh,0.00085142,0,kgCH4/kWh
catenary,north_central,50%_reduction_2050,population_shift,2030,13142576241,kWh,0.3426,0,kgCO2/kWh,0.00078007,0,kgCH4/kWh
catenary,central,50%_reduction_2050,population_shift,2030,13841948904,kWh,0.3477,0,kgCO2/kWh,0.00071446,0,kgCH4/kWh
catenary,texas,50%_reduction_2050,population_shift,2030,17159565721,kWh,0.2892,0,kgCO2/kWh,0.00075567,0,kgCH4/kWh
catenary,north_west,50%_reduction_2050,population_shift,2030,15556258962,kWh,0.2924,0,kgCO2/kWh,0.00067203,0,kgCH4/kWh
catenary,south_west,50%_reduction_2050,population_shift,2030,11881066071,kWh,0.3069,0,kgCO2/kWh,0.00074099,0,kgCH4/kWh
catenary,california,50%_reduction_2050,population_shift,2030,12492788290,kWh,0.3196,0,kgCO2/kWh,0.00086596,0,kgCH4/kWh
catenary,north_east,50%_reduction_2050,increase_maritime,2030,14970395501,kWh,0.3086,0,kgCO2/kWh,0.00072603,0,kgCH4/kWh
catenary,middle_atlantic,50%_reduction_2050,increase_maritime,2030,15669279002,kWh,0.2983,0,kgCO2/kWh,0.00090058,0,kgCH4/kWh
catenary,south_east,50%_reduction_2050,increase_maritime,2030,12922236848,kWh,0.316,0,kgCO2/kWh,0.00083849,0,kgCH4/kWh
catenary,north_central,50%_reduction_2050,increase_maritime,2030,13909473754,kWh,0.3734,0,kgCO2/kWh,0.00070517,0,kgCH4/kWh
catenary,central,50%_reduction_2050,increase_maritime,2030,15846142308,kWh,0.3622,0,kgCO2/kWh,0.00063569,0,kgCH4/kWh
catenary,texas,50%_reduction_2050,increase_maritime,2030,12786750316,kWh,0.4003,0,kgCO2/kWh,0.00077395,0,kgCH4/kWh
catenary,north_west,50%_reduction_2050,increase_maritime,2030,16132679919,kWh,0.3947,0,kgCO2/kWh,0.00067384,0,kgCH4/kWh
catenary,south_west,50%_reduction_2050,increase_maritime,2030,11959006979,kWh,0.4213,0,kgCO2/kWh,0.00090003,0,kgCH4/kWh
catenary,california,50%_reduction_2050,increase_maritime,2030,12416723139,kWh,0.2997,0,kgCO2/kWh,0.00075679,0,kgCH4/kWh
catenary,north_east,net_zero_2050,business_as_usual,2030,14871338540,kWh,0.3393,0,kgCO2/kWh,0.000657,0,kgCH4/kWh
catenary,middle_atlantic,net_zero_2050,business_as_usual,2030,11844630235,kWh,0.3374,0,kgCO2/kWh,0.00085798,0,kgCH4/kWh
catenary,south_east,net_zero_2050,business_as_usual,2030,15013558356,kWh,0.4251,0,kgCO2/kWh,0.00087511,0,kgCH4/kWh
catenary,north_central,net_zero_2050,business_as_usual,2030,15285098620,kWh,0.3645,0,kgCO2/kWh,0.00066778,0,kgCH4/kWh
catenary,central,net_zero_2050,business_as_usual,2030,11981891032,kWh,0.3031,0,kgCO2/kWh,0.00087069,0,kgCH4/kWh
catenary,texas,net_zero_2050,business_as_usual,2030,15913606983,kWh,0.3166,0,kgCO2/kWh,0.0006954,0,kgCH4/kWh
catenary,north_west,net_zero_2050,business_as_usual,2030,15797336959,kWh,0.3216,0,kgCO2/kWh,0.00086908,0,kgCH4/kWh
catenary,south_west,net_zero_2050,business_as_usual,2030,12024546417,kWh,0.3383,0,kgCO2/kWh,0.00091339,0,kgCH4/kWh
catenary,california,net_zero_2050,business_as_usual,2030,15324946359,kWh,0.3577,0,kgCO2/kWh,0.00079922,0,kgCH4/kWh
catenary,north_east,net_zero_2050,agricultual_production_shift,2030,13301747748,kWh,0.378,0,kgCO2/kWh,0.00078462,0,kgCH4/kWh
catenary,middle_atlantic,net_zero_2050,agricultual_production_shift,2030,14053337872,kWh,0.3357,0,kgCO2/kWh,0.00074134,0,kgCH4/kWh
catenary,south_east,net_zero_2050,agricultual_production_shift,2030,16201341251,kWh,0.4128,0,kgCO2/kWh,0.00065757,0,kgCH4/kWh
catenary,north_central,net_zero_2050,agricultual_production_shift,2030,13672047953,kWh,0.3769,0,kgCO2/kWh,0.00066309,0,kgCH4/kWh
catenary,central,net_zero_2050,agricultual_production_shift,2030,14740775651,kWh,0.3855,0,kgCO2/kWh,0.00089322,0,kgCH4/kWh
catenary,texas,net_zero_2050,agricultual_production_shift,2030,12323967780,kWh,0.4251,0,kgCO2/kWh,0.00068553,0,kgCH4/kWh
catenary,north_west,net_zero_2050,agricultual_production_shift,2030,13493584760,kWh,0.3682,0,kgCO2/kWh,0.00067221,0,kgCH4/kWh
catenary,south_west,net_zero_2050,agricultual_production_shift,2030,14877054624,kWh,0.3448,0,kgCO2/kWh,0.00073448,0,kgCH4/kWh
catenary,california,net_zero_2050,agricultual_production_shift,2030,16273010858,kWh,0.4058,0,kgCO2/kWh,0.00072324,0,kgCH4/kWh
catenary,north_east,net_zero_2050,decrease_agricultual_production,2030,14362129153,kWh,0.3303,0,kgCO2/kWh,0.0009007,0,kgCH4/kWh
catenary,middle_atlantic,net_zero_2050,decrease_agricultual_production,2030,17258705859,kWh,0.2913,0,kgCO2/kWh,0.00093868,0,kgCH4/kWh
catenary,south_east,net_zero_2050,decrease_agricultual_production,2030,13321274769,kWh,0.37,0,kgCO2/kWh,0.0007262,0,kgCH4/kWh
catenary,north_central,net_zero_2050,decrease_agricultual_production,2030,16478622235,kWh,0.3037,0,kgCO2/kWh,0.00081992,0,kgCH4/kWh
catenary,central,net_zero_2050,decrease_agricultual_production,2030,15523627755,kWh,0.3418,0,kgCO2/kWh,0.00066341,0,kgCH4/kWh
catenary,texas,net_zero_2050,decrease_agricultual_production,2030,14362460726,kWh,0.2999,0,kgCO2/kWh,0.00089618,0,kgCH4/kWh
catenary,north_west,net_zero_2050,decrease_agricultual_production,2030,15629052856,kWh,0.3528,0,kgCO2/kWh,0.00093479,0,kgCH4/kWh
catenary,south_west,net_zero_2050,decrease_agricultual_production,2030,11539337242,kWh,0.2996,0,kgCO2/kWh,0.00092579,0,kgCH4/kWh
catenary,california,net_zero_2050,decrease_agricultual_production,2030,13232028219,kWh,0.3726,0,kgCO2/kWh,0.0007501,0,kgCH4/kWh
catenary,north_east,net_zero_2050,population_shift,2030,13464056875,kWh,0.4273,0,kgCO2/kWh,0.00071574,0,kgCH4/kWh
catenary,middle_atlantic,net_zero_2050,population_shift,2030,14571949110,kWh,0.4332,0,kgCO2/kWh,0.00074105,0,kgCH4/kWh
catenary,south_east,net_zero_2050,population_shift,2030,12264180543,kWh,0.4089,0,kgCO2/kWh,0.00071917,0,kgCH4/kWh
catenary,north_central,net_zero_2050,population_shift,2030,12748034461,kWh,0.4121,0,kgCO2/kWh,0.00089276,0,kgCH4/kWh
catenary,central,net_zero_2050,population_shift,2030,13783370285,kWh,0.3809,0,kgCO2/kWh,0.00077598,0,kgCH4/kWh
catenary,texas,net_zero_2050,population_shift,2030,13287202601,kWh,0.3686,0,kgCO2/kWh,0.00093663,0,kgCH4/kWh
catenary,north_west,net_zero_2050,population_shift,2030,12916354446,kWh,0.3439,0,kgCO2/kWh,0.00070294,0,kgCH4/kWh
catenary,south_west,net_zero_2050,population_shift,2030,15571273690,kWh,0.2977,0,kgCO2/kWh,0.00070784,0,kgCH4/kWh
catenary,california,net_zero_2050,population_shift,2030,12963545213,kWh,0.3395,0,kgCO2/kWh,0.00093797,0,kgCH4/kWh
catenary,north_east,net_zero_2050,increase_maritime,2030,16927664265,kWh,0.3613,0,kgCO2/kWh,0.00087865,0,kgCH4/kWh
catenary,middle_atlantic,net_zero_2050,increase_maritime,2030,14486891805,kWh,0.2993,0,kgCO2/kWh,0.00083833,0,kgCH4/kWh
catenary,south_east,net_zero_2050,increase_maritime,2030,15399376616,kWh,0.3299,0,kgCO2/kWh,0.00063063,0,kgCH4/kWh
catenary,north_central,net_zero_2050,increase_maritime,2030,13766087823,kWh,0.3337,0,kgCO2/kWh,0.00083166,0,kgCH4/kWh
catenary,central,net_zero_2050,increase_maritime,2030,14753153717,kWh,0.4267,0,kgCO2/kWh,0.00093553,0,kgCH4/kWh
catenary,texas,net_zero_2050,increase_maritime,2030,14452670946,kWh,0.4257,0,kgCO2/kWh,0.00083351,0,kgCH4/kWh
catenary,north_west,net_zero_2050,increase_maritime,2030,12857592544,kWh,0.317,0,kgCO2/kWh,0.00065223,0,kgCH4/kWh
catenary,south_west,net_zero_2050,increase_maritime,2030,17089302298,kWh,0.4239,0,kgCO2/kWh,0.00089132,0,kgCH4/kWh
catenary,california,net_zero_2050,increase_maritime,2030,12402888491,kWh,0.3343,0,kgCO2/kWh,0.00078205,0,kgCH4/kWh
diesel,north_east,business_as_usual,business_as_usual,2035,400033979,gallon,1.348,8.5824,kgCO2/gallon,0.01495573,0.000848002,kgCH4/gallon
diesel,middle_atlantic,business_as_usual,business_as_usual,2035,348900494,gallon,1.574,11.53,kgCO2/gallon,0.01317463,0.000752205,kgCH4/gallon
diesel,south_east,business_as_usual,business_as_usual,2035,374328407,gallon,1.643,8.2765,kgCO2/gallon,0.01637738,0.000734773,kgCH4/gallon
diesel,north_central,business_as_usual,business_as_usual,2035,356397543,gallon,1.638,10.4822,kgCO2/gallon,0.01512646,0.000940979,kgCH4/gallon
diesel,central,business_as_usual,business_as_usual,2035,401333716,gallon,1.783,10.5213,kgCO2/gallon,0.01156351,0.000782569,kgCH4/gallon
diesel,texas,business_as_usual,business_as_usual,2035,339784621,gallon,1.739,9.7895,kgCO2/gallon,0.01277747,0.00091478,kgCH4/gallon
diesel,north_west,business_as_usual,business_as_usual,2035,436701075,gallon,1.555,11.3431,kgCO2/gallon,0.01210561,0.000878411,kgCH4/gallon
diesel,south_west,business_as_usual,business_as_usual,2035,455400145,gallon,1.894,11.5662,kgCO2/gallon,0.01238148,0.000915969,kgCH4/gallon
diesel,california,business_as_usual,business_as_usual,2035,317219432,gallon,1.399,10.0779,kgCO2/gallon,0.01669718,0.000982209,kgCH4/gallon
diesel,north_east,business_as_usual,agricultual_production_shift,2035,364218111,gallon,1.381,11.5965,kgCO2/gallon,0.01421998,0.000791677,kgCH4/gallon
diesel,middle_atlantic,business_as_usual,agricultual_production_shift,2035,402947075,gallon,1.846,8.5008,kgCO2/gallon,0.01157659,0.000848557,kgCH4/gallon
diesel,south_east,business_as_usual,agricultual_production_shift,2035,443729449,gallon,1.884,9.3181,kgCO2/gallon,0.01260536,0.000732214,kgCH4/gallon
diesel,north_central,business_as_usual,agricultual_production_shift,2035,354041225,gallon,1.325,9.1696,kgCO2/gallon,0.01623217,0.00076933,kgCH4/gallon
diesel,central,business_as_usual,agricultual_production_shift,2035,363487875,gallon,1.532,11.4121,kgCO2/gallon,0.01435696,0.00075058,kgCH4/gallon
diesel,texas,business_as_usual,agricultual_production_shift,2035,337728961,gallon,1.756,8.8604,kgCO2/gallon,0.0160997,0.000815079,kgCH4/gallon
diesel,north_west,business_as_usual,agricultual_production_shift,2035,346273695,gallon,1.918,8.5068,kgCO2/gallon,0.01557495,0.001038674,kgCH4/gallon
diesel,south_west,business_as_usual,agricultual_production_shift,2035,384254758,gallon,1.394,12.0405,kgCO2/gallon,0.01369467,0.000899611,kgCH4/gallon
diesel,california,business_as_usual,agricultual_production_shift,2035,342420511,gallon,1.541,10.7423,kgCO2/gallon,0.01561222,0.000748093,kgCH4/gallon
diesel,north_east,business_as_usual,decrease_agricultual_production,2035,329850626,gallon,1.361,8.514,kgCO2/gallon,0.01326557,0.001030811,kgCH4/gallon
diesel,middle_atlantic,business_as_usual,decrease_agricultual_production,2035,443001047,gallon,1.536,9.0009,kgCO2/gallon,0.01591212,0.000721425,kgCH4/gallon
diesel,south_east,business_as_usual,decrease_agricultual_production,2035,319853734,gallon,1.796,11.9353,kgCO2/gallon,0.01127001,0.000985631,kgCH4/gallon
diesel,north_central,business_as_usual,decrease_agricultual_production,2035,351417814,gallon,1.859,12.0743,kgCO2/gallon,0.01458828,0.000708938,kgCH4/gallon
diesel,central,business_as_usual,decrease_agricultual_production,2035,370036094,gallon,1.566,11.1962,kgCO2/gallon,0.01416971,0.00105655,kgCH4/gallon
diesel,texas,business_as_usual,decrease_agricultual_production,2035,307695827,gallon,1.595,9.1234,kgCO2/gallon,0.01348586,0.001044618,kgCH4/gallon
diesel,north_west,business_as_usual,decrease_agricultual_production,2035,392205263,gallon,1.665,9.9708,kgCO2/gallon,0.01268317,0.000883573,kgCH4/gallon
diesel,south_west,business_as_usual,decrease_agricultual_production,2035,455588993,gallon,1.489,8.1986,kgCO2/gallon,0.01665385,0.001006886,kgCH4/gallon
diesel,california,business_as_usual,decrease_agricultual_production,2035,373222421,gallon,1.814,8.2081,kgCO2/gallon,0.01170442,0.001025577,kgCH4/gallon
diesel,north_east,business_as_usual,population_shift,2035,389673371,gallon,1.682,11.8678,kgCO2/gallon,0.01686499,0.00073559,kgCH4/gallon
diesel,middle_atlantic,business_as_usual,population_shift,2035,417650076,gallon,1.58,11.1091,kgCO2/gallon,0.01311697,0.001016937,kgCH4/gallon
diesel,south_east,business_as_usual,population_shift,2035,306610991,gallon,1.766,11.1366,kgCO2/gallon,0.01450862,0.000873445,kgCH4/gallon
diesel,north_central,business_as_usual,population_shift,2035,324372077,gallon,1.665,8.2757,kgCO2/gallon,0.01259488,0.000830349,kgCH4/gallon
diesel,central,business_as_usual,population_shift,2035,438370265,gallon,1.737,9.9787,kgCO2/gallon,0.01636234,0.000725445,kgCH4/gallon
diesel,texas,business_as_usual,population_shift,2035,337258281,gallon,1.35,10.95,kgCO2/gallon,0.01550179,0.000958422,kgCH4/gallon
diesel,north_west,business_as_usual,population_shift,2035,307830687,gallon,1.583,10.671,kgCO2/gallon,0.01213859,0.000861662,kgCH4/gallon
diesel,south_west,business_as_usual,population_shift,2035,316234321,gallon,1.665,11.7826,kgCO2/gallon,0.01655043,0.000773196,kgCH4/gallon
diesel,california,business_as_usual,population_shift,2035,453306646,gallon,1.838,9.3322,kgCO2/gallon,0.01504853,0.000746722,kgCH4/gallon
diesel,north_east,business_as_usual,increase_maritime,2035,445740220,gallon,1.923,9.5884,kgCO2/gallon,0.0128271,0.000808548,kgCH4/gallon
diesel,middle_atlantic,business_as_usual,increase_maritime,2035,441222584,gallon,1.878,9.5413,kgCO2/gallon,0.01458001,0.000972427,kgCH4/gallon
diesel,south_east,business_as_usual,increase_maritime,2035,311402199,gallon,1.427,10.7405,kgCO2/gallon,0.0125729,0.00100739,kgCH4/gallon
